199.0,3.6221943640782754
197.0,3.7021244752718308
195.0,3.7193951798543994
193.0,3.6096806610775833
191.0,4.227529141665103
189.0,3.8214367072952053
187.0,3.514705147571926
185.0,4.054658650510377
183.0,3.584308479294406
181.0,3.9727510744747643
179.0,3.49668001036443
177.0,3.844282589709042
175.0,3.5816781198932697
173.0,3.793618196002035
171.0,4.073395885128322
169.0,3.481878347144297
167.0,3.890197212912719
165.0,3.6384980919678913
163.0,3.274803579535475
161.0,3.400936216609151
159.0,3.798028999714162
157.0,3.9110146540754998
155.0,3.887150444733192
153.0,3.736234302996742
151.0,3.250875794243143
149.0,3.778460755184675
147.0,3.916352951002536
145.0,3.7825648601424757
143.0,3.3743674465008398
141.0,3.4932040533892774
139.0,3.5957639103858043
137.0,3.796438239305835
135.0,3.7922204819782857
133.0,4.193704631564179
131.0,3.272432821813355
129.0,3.8172908452049787
127.0,3.611102390648448
125.0,3.7312497509337996
123.0,3.4967692948880673
121.0,3.596781011156741
119.0,3.4797734759222787
117.0,3.931740443910677
115.0,4.054015986002692
113.0,3.8896363674501293
111.0,3.8853767941392308
109.0,3.3944785024357413
107.0,3.6163628865216557
105.0,3.4309171906891165
103.0,3.334628641022954
101.0,3.1702375291661693
99.0,3.3935051182951654
97.0,3.3692380996471125
95.0,3.311500622762766
93.0,3.4172508117716025
91.0,3.1622309869054677
89.0,3.9445092337839034
87.0,4.1738998784124295
85.0,3.8172763898685793
83.0,3.51654473993334
81.0,3.388287231427661
79.0,2.987618445297114
77.0,3.4156174694631636
75.0,3.643447448205453
73.0,3.754237362339558
71.0,3.7537930228368968
69.0,3.4555467832115245
67.0,3.6648114961996363
65.0,3.946749168652238
63.0,3.463592292569874
61.0,3.7305504595509755
59.0,3.0464760836693734
57.0,3.243006450305077
55.0,3.4846467134780283
53.0,3.591783764568718
51.0,3.6451122164016283
49.0,3.051477461250866
47.0,3.9927007114475517
45.0,3.5164195211061857
43.0,3.7913388793116676
41.0,3.425000567775795
39.0,3.4809547202916127
37.0,4.39454377100746
35.0,3.7971618446620465
33.0,3.3627647628192285
31.0,3.468109264702468
29.0,3.6718400565412
27.0,3.9538737106440687
25.0,3.6620572252638817
23.0,3.650496141855538
21.0,3.7092486365737
19.0,3.5551249243512757
17.0,3.9316238184521426
