147.0,-39.735
141.0,-38.415
135.0,-39.595
129.0,-39.67
123.0,-39.89
117.0,-41.43
111.0,-38.790000000000006
105.0,-39.766666666666666
99.0,-37.715
93.0,-39.835
87.0,-39.21666666666666
81.0,-40.005
75.0,-39.845
69.0,-38.805
63.0,-38.39666666666667
57.0,-37.975
51.0,-39.74
45.0,-40.31666666666667
39.0,-37.905
33.0,-37.36333333333334
27.0,-40.385000000000005
21.0,-39.693333333333335
15.0,-41.225
9.0,-39.59
3.0,-40.095
-3.0,-40.97666666666667
-9.0,-41.489999999999995
-15.0,-41.385000000000005
-21.0,-41.46
-27.0,-41.99
-33.0,-41.635000000000005
-39.0,-44.86
-45.0,-41.21
-51.0,-39.785
-57.0,-41.28
-63.0,-42.61
-69.0,-42.79
-75.0,-41.0
-81.0,-41.675
-87.0,-41.895
-93.0,-41.75
-99.0,-42.34
-105.0,-40.910000000000004
-111.0,-43.385000000000005
-117.0,-43.005
-123.0,-42.7
-129.0,-42.735
-135.0,-42.37
-141.0,-42.045
-147.0,-41.11
-153.0,-41.625
-159.0,-42.335
-165.0,-42.19
-171.0,-42.615
