# Decadal averaged CFA data for NEEM
# 
# Columns:
# Age_BP : Age of the middle of the sampling interval in years BP (before 1950) on the GICC05 age scale for NEEM (see reference)
# Na : Concentration of Na+ ions in (ng/g)
# Ca : Concentration of Ca++ ions in (ng/g)
#
Age_BP,Na,Ca
36085.00000,,286.39641
36095.00000,,270.79787
36105.00000,,344.95171
36115.00000,,280.70520
36125.00000,,267.52976
36135.00000,,369.90166
36145.00000,,216.89102
36155.00000,,288.93478
36165.00000,,251.51287
36175.00000,,359.29864
36185.00000,,255.28528
36195.00000,,438.05172
36205.00000,,252.52842
36215.00000,,309.42645
36225.00000,,247.75019
36235.00000,,289.15005
36245.00000,,268.49870
36255.00000,,230.81077
36265.00000,,285.37455
36275.00000,93.26329,265.86680
36285.00000,92.89662,375.06653
36295.00000,85.19931,330.32840
36305.00000,58.65358,251.17672
36315.00000,52.75200,194.53397
36325.00000,46.82126,213.17161
36335.00000,63.97477,214.63999
36345.00000,61.81293,214.43366
36355.00000,76.84956,230.37009
36365.00000,82.12371,223.88486
36375.00000,71.85044,249.87103
36385.00000,62.12588,253.64413
36395.00000,55.22607,158.72280
36405.00000,69.53082,182.17604
36415.00000,72.51288,187.24138
36425.00000,65.68902,200.63620
36435.00000,73.24064,223.96735
36445.00000,42.89033,143.05022
36455.00000,80.75770,191.55209
36465.00000,45.97393,150.34452
36475.00000,63.41031,184.82514
36485.00000,64.26111,134.27957
36495.00000,65.82519,143.51173
36505.00000,53.12420,132.49583
36515.00000,59.58745,202.78583
36525.00000,49.48837,126.16654
36535.00000,60.60065,136.92056
36545.00000,73.71030,153.59615
36555.00000,53.96045,125.17113
36565.00000,43.92319,123.07160
36575.00000,39.41367,120.75248
36585.00000,41.25775,106.52365
36595.00000,48.62716,71.54765
36605.00000,41.82934,73.12405
36615.00000,22.15955,53.16840
36625.00000,30.57600,60.66366
36635.00000,44.95943,72.29752
36645.00000,51.71558,78.62331
36655.00000,39.75994,74.14413
36665.00000,41.67920,88.70424
36675.00000,32.93704,62.37896
36685.00000,30.54288,55.57704
36695.00000,34.10704,62.01673
36705.00000,32.88487,51.60469
36715.00000,30.87115,54.81282
36725.00000,39.90449,75.18581
36735.00000,32.61076,78.06331
36745.00000,36.90527,83.50344
36755.00000,34.36159,76.36163
36765.00000,44.29289,59.79744
36775.00000,27.30025,60.06526
36785.00000,27.53765,52.14226
36795.00000,24.31869,63.57489
36805.00000,43.50550,88.18080
36815.00000,37.68951,74.37188
36825.00000,38.91107,81.62611
36835.00000,60.47333,111.47545
36845.00000,65.27944,114.13091
36855.00000,60.69851,116.92148
36865.00000,38.77970,94.48067
36875.00000,50.44185,111.02198
36885.00000,48.44682,92.68925
36895.00000,34.01188,83.43547
36905.00000,34.51519,80.13816
36915.00000,42.19039,80.50657
36925.00000,36.05081,50.96188
36935.00000,29.77080,71.70535
36945.00000,37.83956,71.40033
36955.00000,25.58714,66.69389
36965.00000,59.21623,110.09001
36975.00000,32.00466,60.24926
36985.00000,42.38951,73.78090
36995.00000,38.52983,70.71027
37005.00000,34.64716,68.37213
37015.00000,42.33336,90.39704
37025.00000,39.33055,84.16607
37035.00000,30.60712,80.03966
37045.00000,39.66478,99.90161
37055.00000,24.04167,81.79848
37065.00000,30.26548,87.19099
37075.00000,32.15729,101.20435
37085.00000,35.67476,93.91663
37095.00000,44.71790,76.26170
37105.00000,20.74301,57.93749
37115.00000,47.05762,58.58165
37125.00000,29.60079,53.67288
37135.00000,21.18115,52.07400
37145.00000,38.25052,58.16505
37155.00000,26.64491,72.79219
37165.00000,28.21988,47.11232
37175.00000,24.63720,49.92495
37185.00000,24.28076,52.90643
37195.00000,26.12871,49.53668
37205.00000,23.55333,45.29876
37215.00000,22.53345,56.22314
37225.00000,39.26364,58.34296
37235.00000,22.45301,43.39303
37245.00000,24.13005,56.17141
37255.00000,30.26286,46.06125
37265.00000,41.71229,57.17598
37275.00000,23.27633,50.40528
37285.00000,20.87384,36.74461
37295.00000,21.93654,46.98150
37305.00000,27.15585,56.66820
37315.00000,25.86600,48.99201
37325.00000,34.40108,56.49129
37335.00000,40.37601,55.36311
37345.00000,38.30578,48.93137
37355.00000,20.85974,41.57767
37365.00000,30.03977,58.88108
37375.00000,28.31942,49.88118
37385.00000,25.26080,47.57591
37395.00000,28.88498,50.21326
37405.00000,29.24715,45.49107
37415.00000,32.80079,60.82123
37425.00000,24.74709,46.78543
37435.00000,26.20070,53.81990
37445.00000,26.54808,49.38384
37455.00000,26.92120,45.60503
37465.00000,29.39654,50.27930
37475.00000,28.87702,52.10881
37485.00000,23.41833,39.79532
37495.00000,32.00130,42.40756
37505.00000,32.63071,53.10584
37515.00000,24.38365,43.58074
37525.00000,23.83917,36.49082
37535.00000,22.72301,42.13820
37545.00000,25.97042,36.56704
37555.00000,17.03714,30.36734
37565.00000,25.75072,45.53775
37575.00000,17.17304,40.08867
37585.00000,33.79105,49.10099
37595.00000,33.75322,48.96679
37605.00000,25.96427,50.33354
37615.00000,22.61520,47.96079
37625.00000,26.82289,50.85036
37635.00000,19.96544,47.98999
37645.00000,29.18245,49.88783
37655.00000,28.42971,40.64712
37665.00000,29.50006,41.55854
37675.00000,26.67993,47.39326
37685.00000,,
37695.00000,23.85271,35.08477
37705.00000,26.83740,46.08673
37715.00000,24.35352,54.65149
37725.00000,29.29715,44.66277
37735.00000,27.16417,54.32423
37745.00000,25.21383,59.29244
37755.00000,26.86704,50.39048
37765.00000,26.78104,51.82586
37775.00000,24.17959,44.43416
37785.00000,31.24685,35.56775
37795.00000,25.54306,32.96039
37805.00000,19.38602,31.05504
37815.00000,30.98469,43.67211
37825.00000,22.08019,35.45317
37835.00000,30.65280,35.37990
37845.00000,22.72913,47.91967
37855.00000,26.89854,54.15168
37865.00000,30.69804,44.92567
37875.00000,20.49336,49.60609
37885.00000,29.41020,51.33140
37895.00000,32.90176,51.65889
37905.00000,35.68165,43.70796
37915.00000,30.76303,49.56084
37925.00000,20.74685,33.59405
37935.00000,22.14176,39.18302
37945.00000,27.16816,56.84237
37955.00000,26.47999,38.93420
37965.00000,24.63628,45.22275
37975.00000,32.05587,46.34735
37985.00000,36.31075,52.62740
37995.00000,44.70537,44.73537
38005.00000,35.73573,44.52305
38015.00000,24.57888,47.29365
38025.00000,24.35411,41.52972
38035.00000,27.87686,48.15065
38045.00000,27.91987,51.55298
38055.00000,24.62728,33.22451
38065.00000,25.66213,42.57871
38075.00000,37.45323,42.30888
38085.00000,27.74731,49.34402
38095.00000,24.48552,41.95014
38105.00000,23.91491,33.63452
38115.00000,24.84281,35.07604
38125.00000,26.48023,43.45089
38135.00000,27.47956,40.92461
38145.00000,33.46904,56.09753
38155.00000,36.40135,57.93856
38165.00000,57.05847,127.27756
38175.00000,52.70624,146.63508
38185.00000,58.47685,148.79300
38195.00000,74.37019,190.42649
38205.00000,61.65571,141.16761
38215.00000,61.52551,194.04827
38225.00000,71.73694,196.41365
38235.00000,49.86854,141.25725
38245.00000,69.78451,219.79555
38255.00000,49.05113,208.36645
38265.00000,94.79625,343.59205
38275.00000,75.15911,262.19781
38285.00000,57.93082,200.09476
38295.00000,50.31686,188.59519
38305.00000,73.57227,253.07303
38315.00000,112.46330,368.67733
38325.00000,91.77273,319.32770
38335.00000,52.69483,294.99480
38345.00000,57.44922,298.37211
38355.00000,57.32941,306.67265
38365.00000,43.21943,229.05716
38375.00000,34.27172,202.15408
38385.00000,122.74143,387.46238
38395.00000,67.38615,378.65998
38405.00000,74.83401,334.25163
38415.00000,55.79146,249.77156
38425.00000,71.73907,273.74879
38435.00000,79.12883,266.41722
38445.00000,73.09443,226.68868
38455.00000,59.86008,194.26080
38465.00000,85.23912,235.90021
38475.00000,61.99563,202.57628
38485.00000,61.63805,191.78858
38495.00000,56.33475,213.12138
38505.00000,79.62331,287.24005
38515.00000,83.30958,297.46213
38525.00000,67.54132,279.86122
38535.00000,92.24418,307.42622
38545.00000,79.11407,259.55907
38555.00000,46.68087,275.09472
38565.00000,60.84818,268.05798
38575.00000,80.02960,279.03675
38585.00000,87.92954,256.98547
38595.00000,109.62256,425.06971
38605.00000,80.28098,303.98752
38615.00000,85.40852,278.20664
38625.00000,61.19428,236.97773
38635.00000,63.09587,271.71515
38645.00000,59.72529,268.28072
38655.00000,81.12687,301.30656
38665.00000,67.69123,256.94014
38675.00000,81.96618,268.39209
38685.00000,96.21794,310.72378
38695.00000,69.65212,232.47622
38705.00000,70.71517,237.96863
38715.00000,84.99846,274.88064
38725.00000,50.37108,195.42419
38735.00000,69.77157,213.76998
38745.00000,77.99813,255.66395
38755.00000,93.10827,316.10934
38765.00000,80.71421,305.46107
38775.00000,85.83333,290.13459
38785.00000,55.74984,320.91734
38795.00000,36.11780,262.22715
38805.00000,74.31387,287.57081
38815.00000,86.77826,345.50095
38825.00000,56.77162,287.97756
38835.00000,62.52387,309.17459
38845.00000,71.70676,288.51017
38855.00000,66.71357,265.35047
38865.00000,104.53210,316.17051
38875.00000,85.95398,353.89215
38885.00000,74.12442,309.19577
38895.00000,70.69493,255.22079
38905.00000,70.19667,242.38260
38915.00000,74.29141,263.76653
38925.00000,72.29266,271.36247
38935.00000,79.79069,338.28351
38945.00000,59.50798,276.18387
38955.00000,77.62791,374.67416
38965.00000,68.00887,299.32417
38975.00000,61.03836,282.85799
38985.00000,72.32095,272.29243
38995.00000,92.30719,317.60557
39005.00000,65.64402,314.38294
39015.00000,88.03402,222.38254
39025.00000,85.81635,249.62153
39035.00000,76.30352,243.63140
39045.00000,78.29336,277.29516
39055.00000,86.84998,262.15072
39065.00000,68.48125,254.31631
39075.00000,69.30977,255.52412
39085.00000,74.55372,265.62685
39095.00000,67.70202,290.85835
39105.00000,66.18626,283.67564
39115.00000,55.64848,225.93716
39125.00000,,
39135.00000,105.62133,277.42515
39145.00000,92.56576,272.38911
39155.00000,74.66258,246.07875
39165.00000,94.66686,309.29117
39175.00000,97.47794,365.55894
39185.00000,99.67142,332.43133
39195.00000,73.37672,310.87175
39205.00000,70.72671,275.46918
39215.00000,82.06064,464.56138
39225.00000,74.10496,313.16969
39235.00000,68.70793,299.21690
39245.00000,99.57717,422.89351
39255.00000,91.17225,423.95685
39265.00000,69.42246,274.88890
39275.00000,101.10053,389.39212
39285.00000,82.71390,376.23037
39295.00000,73.32274,372.36622
39305.00000,71.52861,328.32933
39315.00000,71.18496,302.21345
39325.00000,68.30472,313.00663
39335.00000,102.66688,416.84669
39345.00000,109.31647,371.62303
39355.00000,91.15036,389.19100
39365.00000,99.38777,376.47990
39375.00000,79.30963,492.30066
39385.00000,51.71460,422.30568
39395.00000,78.18945,391.89759
39405.00000,104.22538,475.18735
39415.00000,109.69119,470.77917
39425.00000,107.23392,436.85021
39435.00000,92.03710,500.57500
39445.00000,98.12820,543.64867
39455.00000,90.06852,418.73608
39465.00000,107.70936,435.85519
39475.00000,66.58776,441.79912
39485.00000,85.95721,362.19574
39495.00000,95.88875,478.08543
39505.00000,87.06644,421.32278
39515.00000,75.40587,450.14286
39525.00000,70.52007,414.36032
39535.00000,85.91544,367.48185
39545.00000,112.90909,427.93783
39555.00000,111.10319,555.19824
39565.00000,74.58098,412.21292
39575.00000,116.75534,531.89973
39585.00000,62.24077,301.10908
39595.00000,82.45568,448.16591
39605.00000,96.54745,466.06250
39615.00000,98.18310,400.29730
39625.00000,71.32682,388.59586
39635.00000,91.75945,353.03846
39645.00000,85.48467,469.45746
39655.00000,86.96875,386.36050
39665.00000,67.71241,310.01192
39675.00000,107.28049,371.00309
39685.00000,107.49531,401.89944
39695.00000,170.36901,579.04597
39705.00000,106.17544,442.82141
39715.00000,51.56899,263.60486
39725.00000,86.94791,413.83964
39735.00000,62.78365,304.36137
39745.00000,111.79386,433.90110
39755.00000,64.75161,307.63714
39765.00000,86.19194,363.48571
39775.00000,68.60290,277.17714
39785.00000,91.93627,364.16808
39795.00000,92.39242,338.70958
39805.00000,63.77906,385.58066
39815.00000,91.52912,432.95550
39825.00000,88.65074,298.01344
39835.00000,59.43470,270.87143
39845.00000,70.92612,272.99191
39855.00000,89.31133,323.82302
39865.00000,84.42703,369.73724
39875.00000,70.15659,253.36744
39885.00000,55.41190,178.87216
39895.00000,52.10935,152.49100
39905.00000,43.75956,157.91189
39915.00000,89.00690,232.23938
39925.00000,41.13041,146.81249
39935.00000,40.77322,117.30969
39945.00000,,
39955.00000,,
39965.00000,,
39975.00000,32.54407,96.91350
39985.00000,37.79535,51.34347
39995.00000,37.70599,69.38871
40005.00000,32.24467,59.34933
40015.00000,33.20084,61.67847
40025.00000,32.99091,51.82580
40035.00000,42.81084,63.08452
40045.00000,37.87325,66.17576
40055.00000,45.30652,89.63631
40065.00000,36.01916,83.26068
40075.00000,43.65217,66.61583
40085.00000,39.15468,70.04604
40095.00000,73.26826,127.19477
40105.00000,70.27258,123.80775
40115.00000,70.98689,155.25241
40125.00000,80.76787,182.69833
40135.00000,82.13103,257.39023
40145.00000,64.52866,185.66544
40155.00000,68.54930,200.72202
40165.00000,80.32310,227.67294
40175.00000,76.71577,283.32367
40185.00000,89.52530,246.16087
40195.00000,73.51453,181.24322
40205.00000,65.12222,173.31510
40215.00000,48.97541,255.48474
40225.00000,87.08315,273.48809
40235.00000,74.21828,280.18551
40245.00000,69.81792,320.78347
40255.00000,80.00759,251.27125
40265.00000,80.04443,253.39459
40275.00000,61.79917,255.97453
40285.00000,60.62970,165.42540
40295.00000,47.90707,129.53109
40305.00000,67.87669,162.98035
40315.00000,67.18531,185.22353
40325.00000,68.12927,194.83922
40335.00000,92.67835,241.68902
40345.00000,78.53724,232.96026
40355.00000,82.09475,201.20463
40365.00000,76.89654,232.63647
40375.00000,61.81703,199.80436
40385.00000,65.35129,181.34295
40395.00000,114.79381,279.03771
40405.00000,67.28977,213.54914
40415.00000,56.05043,228.66340
40425.00000,91.73073,234.58630
40435.00000,71.00986,192.60777
40445.00000,95.62262,261.22967
40455.00000,59.43273,192.51241
40465.00000,117.14977,237.84141
40475.00000,90.41400,220.21128
40485.00000,56.88864,197.40423
40495.00000,74.08850,225.71902
40505.00000,50.85800,179.12953
40515.00000,78.89603,237.51159
40525.00000,78.51010,229.38211
40535.00000,85.75360,248.75694
40545.00000,79.00944,183.42564
40555.00000,74.70188,221.11627
40565.00000,51.69959,173.80352
40575.00000,77.95487,213.97745
40585.00000,111.54354,307.98519
40595.00000,71.92694,215.11408
40605.00000,73.24013,208.44876
40615.00000,41.38565,164.85736
40625.00000,65.41244,208.74301
40635.00000,118.76782,522.51724
40645.00000,72.67147,236.91615
40655.00000,59.58078,197.22508
40665.00000,79.12705,243.90924
40675.00000,101.94977,264.53982
40685.00000,57.05261,198.04853
40695.00000,79.31364,245.35391
40705.00000,86.15173,294.71363
40715.00000,78.53952,228.94735
40725.00000,87.42907,286.65142
40735.00000,64.87011,199.85038
40745.00000,71.76311,236.62474
40755.00000,85.36897,253.17961
40765.00000,81.60461,237.44498
40775.00000,82.42678,248.55781
40785.00000,41.99009,166.93456
40795.00000,86.06191,156.41048
40805.00000,55.16152,138.71024
40815.00000,61.21950,159.00263
40825.00000,49.16160,140.63187
40835.00000,41.59455,144.25211
40845.00000,79.37094,158.78710
40855.00000,50.06190,114.76888
40865.00000,64.69856,156.87231
40875.00000,45.61445,114.20406
40885.00000,35.09207,89.19147
40895.00000,69.11031,109.15697
40905.00000,41.01767,86.57494
40915.00000,46.47873,84.10957
40925.00000,34.42949,77.24898
40935.00000,60.43824,89.46121
40945.00000,36.49857,101.82190
40955.00000,40.06413,69.57452
40965.00000,42.72354,85.87622
40975.00000,28.62842,75.92100
40985.00000,23.59601,64.53647
40995.00000,29.85198,93.45197
41005.00000,31.38495,66.06333
41015.00000,51.99575,78.51727
41025.00000,52.38354,60.16243
41035.00000,33.19012,64.92093
41045.00000,34.26194,74.41203
41055.00000,29.42759,58.99695
41065.00000,37.37108,76.40523
41075.00000,35.63743,67.17486
41085.00000,45.25135,96.80200
41095.00000,61.16581,155.21189
41105.00000,27.14419,67.47583
41115.00000,43.10582,85.15690
41125.00000,34.41205,80.20218
41135.00000,44.70223,80.95675
41145.00000,35.86370,73.63769
41155.00000,28.18517,62.19031
41165.00000,40.09087,71.11271
41175.00000,28.75339,60.75661
41185.00000,41.07486,56.59378
41195.00000,34.27506,56.00325
41205.00000,39.61673,66.71821
41215.00000,35.96119,60.45424
41225.00000,54.43576,66.59140
41235.00000,32.46859,48.01228
41245.00000,25.34197,59.21885
41255.00000,30.13204,48.45257
41265.00000,34.88598,56.49428
41275.00000,33.96957,59.49340
41285.00000,23.63736,48.10653
41295.00000,28.45835,53.24787
41305.00000,31.67956,57.81879
41315.00000,32.78763,53.00531
41325.00000,43.24886,67.60748
41335.00000,25.24024,62.05611
41345.00000,38.95973,60.02897
41355.00000,26.32077,61.05888
41365.00000,30.06926,63.05114
41375.00000,30.31078,60.75059
41385.00000,29.65942,63.23106
41395.00000,34.54075,64.45368
41405.00000,61.88132,128.10820
41415.00000,64.86072,122.10163
41425.00000,110.22123,156.09680
41435.00000,70.88846,171.73668
41445.00000,65.94155,214.60336
41455.00000,64.53016,176.95858
41465.00000,67.19394,205.15352
41475.00000,82.41119,272.52159
41485.00000,71.94212,259.50465
41495.00000,68.26284,205.69445
41505.00000,72.58733,229.73131
41515.00000,94.65282,297.30328
41525.00000,104.10255,310.54530
41535.00000,90.59895,344.89909
41545.00000,57.63101,264.94135
41555.00000,100.84169,331.30142
41565.00000,123.26510,340.16792
41575.00000,90.41921,265.73591
41585.00000,72.14633,399.83190
41595.00000,110.16025,538.93632
41605.00000,86.05807,352.75990
41615.00000,72.15702,302.76120
41625.00000,76.68194,502.65376
41635.00000,105.15570,416.23332
41645.00000,64.47005,296.90885
41655.00000,68.17397,295.78594
41665.00000,60.66078,242.20120
41675.00000,83.60817,288.64161
41685.00000,105.58273,415.06883
41695.00000,47.15220,292.41662
41705.00000,86.00283,413.11124
41715.00000,65.60719,322.91467
41725.00000,80.55950,339.10569
41735.00000,78.14741,287.85088
41745.00000,111.74087,361.22579
41755.00000,111.83639,556.70717
41765.00000,80.88590,374.21622
41775.00000,93.82167,327.71392
41785.00000,56.27753,339.68110
41795.00000,88.71433,379.71677
41805.00000,70.57259,320.46196
41815.00000,60.03610,310.45024
41825.00000,88.57498,341.01938
41835.00000,66.53329,243.01997
41845.00000,86.73599,293.30874
41855.00000,93.88859,354.27722
41865.00000,87.98792,394.54661
41875.00000,57.94859,297.43065
41885.00000,51.29428,245.45508
41895.00000,75.33376,308.64297
41905.00000,89.33586,337.03700
41915.00000,89.64842,332.45103
41925.00000,68.26590,320.27718
41935.00000,68.13989,267.08804
41945.00000,76.48164,358.28531
41955.00000,64.87842,439.45713
41965.00000,71.60400,325.37493
41975.00000,102.38750,419.86410
41985.00000,121.14099,385.43009
41995.00000,84.03988,480.17379
42005.00000,109.72469,382.31268
42015.00000,115.30525,435.12935
42025.00000,85.05040,351.59265
42035.00000,94.40669,376.84366
42045.00000,70.34460,272.16015
42055.00000,58.60591,257.93963
42065.00000,130.24772,485.00884
42075.00000,114.09190,473.45072
42085.00000,92.08821,307.06164
42095.00000,88.39482,259.82546
42105.00000,95.35872,334.41132
42115.00000,73.19861,227.64343
42125.00000,92.18692,317.22636
42135.00000,90.16494,333.23731
42145.00000,87.70142,219.64977
42155.00000,66.83503,227.59924
42165.00000,67.86873,193.63554
42175.00000,68.58173,177.89214
42185.00000,59.63179,195.95824
42195.00000,64.00317,196.56089
42205.00000,69.71965,202.80596
42215.00000,48.47460,122.38606
42225.00000,83.34436,120.33957
42235.00000,74.40521,85.48540
42245.00000,38.78229,65.49339
42255.00000,36.03055,68.85043
42265.00000,35.23065,70.41551
42275.00000,46.55340,69.62359
42285.00000,32.47940,76.81581
42295.00000,46.39156,83.04927
42305.00000,39.19914,95.42827
42315.00000,46.73158,81.13566
42325.00000,43.10168,76.43453
42335.00000,,
42345.00000,,
42355.00000,,
42365.00000,,
42375.00000,,
42385.00000,,
42395.00000,,
42405.00000,,
42415.00000,,
42425.00000,,
42435.00000,,
42445.00000,,
42455.00000,,
42465.00000,,
42475.00000,,
42485.00000,,
42495.00000,,
42505.00000,,
42515.00000,,
42525.00000,,
42535.00000,,
42545.00000,,
42555.00000,,
42565.00000,,
42575.00000,,
42585.00000,,
42595.00000,,
42605.00000,,
42615.00000,,
42625.00000,,
42635.00000,,
42645.00000,,
42655.00000,,
42665.00000,38.70969,60.72748
42675.00000,28.48647,54.98730
42685.00000,24.14530,43.11678
42695.00000,31.68686,49.44444
42705.00000,30.40031,46.11366
42715.00000,41.12998,58.31048
42725.00000,35.73657,50.49247
42735.00000,28.87816,51.40622
42745.00000,15.48156,42.72419
42755.00000,21.40439,63.57665
42765.00000,41.45459,68.11604
42775.00000,34.83539,50.86210
42785.00000,34.81835,61.62246
42795.00000,38.59425,53.34438
42805.00000,29.95943,53.48767
42815.00000,30.58952,64.87292
42825.00000,27.37931,59.41342
42835.00000,22.73828,53.60804
42845.00000,34.58180,52.45796
42855.00000,32.41337,60.95216
42865.00000,36.21588,48.19486
42875.00000,48.47846,51.55193
42885.00000,29.27490,43.46575
42895.00000,33.64024,43.90597
42905.00000,31.59024,51.37341
42915.00000,31.11769,46.17049
42925.00000,32.07328,54.79048
42935.00000,42.23481,62.09286
42945.00000,50.52869,64.93608
42955.00000,,43.53719
42965.00000,,37.48077
42975.00000,,49.63178
42985.00000,,40.81952
42995.00000,,45.69576
43005.00000,,39.88650
43015.00000,,41.22065
43025.00000,,38.39629
43035.00000,34.49590,50.42389
43045.00000,35.31692,48.59488
43055.00000,34.28430,47.44395
43065.00000,27.30097,44.63203
43075.00000,31.59458,50.09548
43085.00000,30.07739,44.25251
43095.00000,29.67104,50.33983
43105.00000,29.96807,44.11928
43115.00000,27.72654,57.65254
43125.00000,38.50737,48.47031
43135.00000,36.24132,73.92833
43145.00000,26.39513,51.70322
43155.00000,35.86251,55.62206
43165.00000,42.17516,63.54275
43175.00000,20.67085,52.16209
43185.00000,26.43055,42.62978
43195.00000,27.53839,49.65635
43205.00000,19.06080,34.76269
43215.00000,28.70801,37.50207
43225.00000,28.91311,36.21061
43235.00000,27.03828,45.25547
43245.00000,29.42291,57.87775
43255.00000,35.76237,51.60260
43265.00000,25.91534,53.11411
43275.00000,42.05954,69.05669
43285.00000,52.21341,92.61266
43295.00000,69.22411,116.95333
43305.00000,68.26345,157.56791
43315.00000,68.24048,184.75953
43325.00000,91.35817,268.02320
43335.00000,81.58102,259.90592
43345.00000,96.56848,325.92427
43355.00000,73.75511,223.10583
43365.00000,76.71951,222.44655
43375.00000,61.98751,214.46917
43385.00000,186.17612,672.58419
43395.00000,138.91439,470.99921
43405.00000,,
43415.00000,67.03820,325.96945
43425.00000,93.59429,530.12338
43435.00000,100.38567,368.02561
43445.00000,97.49732,323.63094
43455.00000,62.60661,254.22288
43465.00000,76.72610,244.15612
43475.00000,55.03841,189.27618
43485.00000,93.20818,352.60037
43495.00000,100.60957,428.81599
43505.00000,86.10451,344.58134
43515.00000,96.18693,369.72246
43525.00000,127.82412,387.85362
43535.00000,103.43036,395.63193
43545.00000,79.16189,364.90018
43555.00000,56.48923,329.39070
43565.00000,71.40298,314.57990
43575.00000,64.32922,290.04320
43585.00000,92.83271,308.87264
43595.00000,99.77421,283.45611
43605.00000,97.77292,293.02611
43615.00000,103.41740,371.37712
43625.00000,99.31608,345.66018
43635.00000,88.68262,383.26265
43645.00000,116.78728,364.34882
43655.00000,80.77156,260.76843
43665.00000,100.66102,316.75290
43675.00000,76.55366,290.94544
43685.00000,62.55178,226.66841
43695.00000,81.33944,298.79872
43705.00000,71.26681,328.77526
43715.00000,54.45813,279.82760
43725.00000,49.29777,259.35479
43735.00000,65.92461,276.83963
43745.00000,76.68581,285.83370
43755.00000,92.04877,403.83390
43765.00000,87.77906,338.57419
43775.00000,58.11258,263.20190
43785.00000,88.82155,355.61117
43795.00000,99.76770,321.54493
43805.00000,85.61901,295.57612
43815.00000,122.31832,352.77360
43825.00000,174.39126,564.67598
43835.00000,100.69838,319.16069
43845.00000,74.75002,325.77020
43855.00000,86.45662,383.95427
43865.00000,80.28893,326.62879
43875.00000,110.90430,390.74819
43885.00000,80.66615,326.70489
43895.00000,98.07380,359.99177
43905.00000,73.10037,332.25048
43915.00000,72.75757,288.28137
43925.00000,92.42222,308.25127
43935.00000,76.26548,349.25421
43945.00000,103.21876,400.04380
43955.00000,110.64152,347.39619
43965.00000,89.81515,344.58628
43975.00000,87.91373,332.91967
43985.00000,70.07197,322.10361
43995.00000,103.31560,408.66447
44005.00000,84.55432,302.57859
44015.00000,69.30881,317.73297
44025.00000,67.13074,265.81454
44035.00000,107.42015,373.33338
44045.00000,83.86918,358.84814
44055.00000,101.92600,392.82469
44065.00000,73.26523,265.81698
44075.00000,61.24823,239.26666
44085.00000,60.24475,301.88777
44095.00000,48.62670,188.03670
44105.00000,68.47444,338.78475
44115.00000,124.07702,242.29086
44125.00000,74.53653,183.34924
44135.00000,48.65680,161.15793
44145.00000,60.38242,181.78786
44155.00000,62.33640,225.11533
44165.00000,65.28263,253.41108
44175.00000,87.24943,260.75203
44185.00000,66.22704,232.06035
44195.00000,60.66816,216.22951
44205.00000,48.52084,146.87993
44215.00000,50.35610,133.12120
44225.00000,68.21387,167.04169
44235.00000,71.76932,155.52979
44245.00000,41.47344,83.24719
44255.00000,49.90661,87.13100
44265.00000,50.59725,75.82211
44275.00000,45.19778,82.46522
44285.00000,37.81469,100.27136
44295.00000,48.85586,115.79595
44305.00000,42.97450,82.41374
44315.00000,49.05372,103.38440
44325.00000,35.81492,89.65534
44335.00000,37.01239,59.40685
44345.00000,35.25251,59.76226
44355.00000,31.02226,57.75977
44365.00000,35.41159,55.91414
44375.00000,28.82085,57.66509
44385.00000,35.42932,58.61134
44395.00000,31.91081,52.84633
44405.00000,39.70905,72.56997
44415.00000,36.21285,53.35280
44425.00000,38.67342,72.33852
44435.00000,27.26887,40.31080
44445.00000,26.54625,51.07237
44455.00000,32.48860,56.17904
44465.00000,56.56734,40.22800
44475.00000,31.04362,44.63447
44485.00000,49.07993,60.31168
44495.00000,49.48904,72.29542
44505.00000,63.70906,115.12995
44515.00000,63.29799,130.51074
44525.00000,53.44851,109.98198
44535.00000,71.29192,188.68232
44545.00000,55.21524,125.17511
44555.00000,63.66940,141.06926
44565.00000,75.24546,173.57699
44575.00000,73.83806,155.48514
44585.00000,55.18322,181.68603
44595.00000,51.12094,92.62030
44605.00000,54.59689,88.75989
44615.00000,37.46787,77.38248
44625.00000,36.39352,83.33569
44635.00000,38.07430,65.68726
44645.00000,32.58108,66.01093
44655.00000,33.61932,60.50034
44665.00000,34.47664,61.80247
44675.00000,24.67356,57.36920
44685.00000,33.18444,75.91667
44695.00000,51.38469,114.92404
44705.00000,36.16397,74.80021
44715.00000,33.63215,128.23355
44725.00000,28.13851,85.13221
44735.00000,28.27941,67.45284
44745.00000,42.22613,77.26832
44755.00000,42.43241,76.57848
44765.00000,37.69542,87.39091
44775.00000,51.29872,89.88285
44785.00000,50.36897,85.36986
44795.00000,43.82565,77.25801
44805.00000,37.31296,68.93977
44815.00000,29.58031,81.18783
44825.00000,37.33356,69.18457
44835.00000,51.57387,81.83040
44845.00000,20.78234,73.12553
44855.00000,52.94853,75.99947
44865.00000,38.71749,82.66841
44875.00000,48.35381,73.45312
44885.00000,48.69217,76.53104
44895.00000,61.82065,107.29206
44905.00000,45.66910,72.82640
44915.00000,47.25621,70.10466
44925.00000,38.81465,68.17014
44935.00000,38.07582,65.64496
44945.00000,41.68014,73.97071
44955.00000,44.66607,67.52392
44965.00000,49.68816,54.10267
44975.00000,33.76758,50.94725
44985.00000,32.49739,51.26901
44995.00000,29.79756,66.18825
