# Decadal averaged CFA data for NEEM
# 
# Columns:
# Age_BP : Age of the middle of the sampling interval in years BP (before 1950) on the GICC05 age scale for NEEM (see reference)
# Na : Concentration of Na+ ions in (ng/g)
# Ca : Concentration of Ca++ ions in (ng/g)
#
Age_BP,Na,Ca
18415.00000,82.57715,277.07518
18425.00000,60.22371,187.56865
18435.00000,136.67195,382.87493
18445.00000,57.79300,246.85790
18455.00000,87.56463,231.77415
18465.00000,82.19979,207.59916
18475.00000,65.05243,192.34971
18485.00000,75.71112,191.02363
18495.00000,75.41351,216.90845
18505.00000,115.45693,363.32800
18515.00000,85.17491,243.01777
18525.00000,102.55947,234.79881
18535.00000,75.21779,196.17496
18545.00000,83.37842,170.12802
18555.00000,75.05166,168.53610
18565.00000,92.45609,167.30936
18575.00000,113.61863,204.27377
18585.00000,63.24109,153.27910
18595.00000,87.76217,191.62519
18605.00000,60.75594,259.94271
18615.00000,80.99807,192.97397
18625.00000,108.44012,170.00053
18635.00000,69.75724,167.88797
18645.00000,77.02420,177.27746
18655.00000,82.95433,196.48774
18665.00000,69.89047,168.33966
18675.00000,63.71574,227.83179
18685.00000,98.68530,215.35268
18695.00000,127.64248,268.27942
18705.00000,65.45280,155.38345
18715.00000,83.35071,203.68554
18725.00000,65.24486,167.66046
18735.00000,64.93724,171.45591
18745.00000,83.60871,240.74339
18755.00000,58.26437,180.45522
18765.00000,70.17632,194.73450
18775.00000,67.35225,195.67579
18785.00000,86.54038,159.57437
18795.00000,91.30461,180.26738
18805.00000,65.47253,184.12483
18815.00000,81.54199,220.44390
18825.00000,81.95894,235.10170
18835.00000,112.78993,153.40954
18845.00000,109.55019,275.42270
18855.00000,98.08480,269.72167
18865.00000,83.58481,213.35515
18875.00000,87.19873,218.51494
18885.00000,78.69357,230.28675
18895.00000,105.17500,233.40008
18905.00000,74.75372,202.29946
18915.00000,139.47337,273.57269
18925.00000,72.02588,173.31106
18935.00000,89.21126,200.25127
18945.00000,57.82424,181.90414
18955.00000,97.70248,219.52438
18965.00000,75.24769,197.87967
18975.00000,41.09927,134.30295
18985.00000,72.29030,218.36728
18995.00000,103.50948,212.23432
19005.00000,127.56024,309.16556
19015.00000,98.59197,248.12245
19025.00000,89.52570,246.11084
19035.00000,56.54554,167.60856
19045.00000,104.90056,256.65636
19055.00000,80.79828,227.22147
19065.00000,97.59862,255.80488
19075.00000,83.14363,299.51627
19085.00000,70.60755,217.35105
19095.00000,69.42000,188.93724
19105.00000,96.82343,277.46143
19115.00000,64.61449,212.23955
19125.00000,80.58579,153.47285
19135.00000,59.04258,156.18983
19145.00000,66.64129,158.34345
19155.00000,67.77787,194.63138
19165.00000,79.30923,189.36733
19175.00000,62.93102,190.64813
19185.00000,73.46883,233.05612
19195.00000,91.85866,239.95605
19205.00000,97.73114,210.33114
19215.00000,78.50273,191.15705
19225.00000,75.28776,200.72370
19235.00000,76.70927,260.54031
19245.00000,64.48483,220.49523
19255.00000,55.16964,224.84348
19265.00000,91.88749,289.08629
19275.00000,78.84094,233.31398
19285.00000,74.54755,383.08646
19295.00000,70.07507,168.80491
19305.00000,94.65288,223.94970
19315.00000,69.01393,221.77224
19325.00000,60.59694,167.22872
19335.00000,77.61756,199.08603
19345.00000,89.00065,192.11548
19355.00000,94.91958,235.81995
19365.00000,95.17966,248.30427
19375.00000,74.99876,169.45156
19385.00000,62.19827,153.27555
19395.00000,65.54127,145.43225
19405.00000,65.17205,145.51858
19415.00000,104.61767,210.38789
19425.00000,,
19435.00000,,
19445.00000,,
19455.00000,,
19465.00000,74.75319,151.88241
19475.00000,70.69833,145.75612
19485.00000,79.31692,185.20945
19495.00000,59.44779,185.88388
19505.00000,77.29126,219.25600
19515.00000,72.12586,284.16796
19525.00000,67.44350,231.72030
19535.00000,100.42852,389.02799
19545.00000,82.69804,212.82398
19555.00000,47.79286,139.80333
19565.00000,82.76968,212.00139
19575.00000,85.34965,246.39093
19585.00000,71.24996,211.10390
19595.00000,51.23569,171.53093
19605.00000,53.78093,181.69886
19615.00000,69.33405,184.28016
19625.00000,99.31832,311.90201
19635.00000,69.80446,169.01759
19645.00000,92.15729,160.48044
19655.00000,80.83416,158.98901
19665.00000,65.45027,171.07001
19675.00000,62.61274,128.66853
19685.00000,58.36279,177.95659
19695.00000,62.30779,197.55166
19705.00000,88.37579,273.02521
19715.00000,90.35988,332.47123
19725.00000,132.42841,170.28991
19735.00000,78.67067,174.47774
19745.00000,67.24073,181.58044
19755.00000,84.88691,222.50332
19765.00000,125.19717,273.75860
19775.00000,85.00418,279.68542
19785.00000,104.35032,257.31968
19795.00000,107.80277,270.22657
19805.00000,81.93126,225.00734
19815.00000,81.11099,233.59221
19825.00000,59.36299,219.73036
19835.00000,90.38496,404.19687
19845.00000,96.12429,280.61156
19855.00000,54.01385,231.63661
19865.00000,62.68480,216.82580
19875.00000,48.88428,182.17614
19885.00000,74.31538,239.96659
19895.00000,64.41408,143.41761
19905.00000,94.84792,254.83877
19915.00000,81.85776,206.02424
19925.00000,76.08690,205.99089
19935.00000,64.03544,239.25529
19945.00000,56.05020,187.43139
19955.00000,112.10404,280.15681
19965.00000,104.96114,224.84436
19975.00000,56.51670,172.12113
19985.00000,77.85848,243.23217
19995.00000,104.22711,264.19238
20005.00000,100.24947,215.19340
20015.00000,70.75975,224.21052
20025.00000,95.28633,236.34845
20035.00000,119.84758,307.36535
20045.00000,89.18212,263.09300
20055.00000,74.55704,269.09687
20065.00000,80.70099,210.25536
20075.00000,78.82099,260.23109
20085.00000,72.63162,219.19016
20095.00000,70.28477,237.95182
20105.00000,66.69912,268.06899
20115.00000,66.03305,237.49073
20125.00000,86.79352,368.61858
20135.00000,77.13892,309.64387
20145.00000,57.05623,202.35521
20155.00000,102.26979,372.99259
20165.00000,97.67358,231.45352
20175.00000,73.30262,242.47439
20185.00000,100.31294,175.40841
20195.00000,70.40872,204.19207
20205.00000,81.25526,195.99084
20215.00000,93.08126,184.50685
20225.00000,85.28668,237.92806
20235.00000,95.57349,217.22483
20245.00000,85.98524,189.87715
20255.00000,55.93476,138.17166
20265.00000,83.72051,204.30060
20275.00000,67.35858,176.71346
20285.00000,46.21464,159.51859
20295.00000,81.02928,239.19168
20305.00000,74.79633,244.39431
20315.00000,71.95561,195.75186
20325.00000,65.00372,173.14045
20335.00000,77.40697,181.55885
20345.00000,79.32368,176.59068
20355.00000,102.26196,235.24297
20365.00000,66.50077,164.80439
20375.00000,74.89146,262.00436
20385.00000,101.80063,285.59949
20395.00000,79.03847,253.72235
20405.00000,116.35872,282.58234
20415.00000,103.64991,280.41949
20425.00000,93.83515,287.51061
20435.00000,99.66884,287.52676
20445.00000,75.47358,354.05946
20455.00000,103.91347,337.75443
20465.00000,96.96289,277.01624
20475.00000,94.02389,296.98666
20485.00000,99.23462,248.91429
20495.00000,77.47260,231.08393
20505.00000,89.78204,259.17596
20515.00000,76.26214,223.39346
20525.00000,72.52161,232.81431
20535.00000,80.61808,256.44010
20545.00000,127.74776,287.67394
20555.00000,81.59770,277.18950
20565.00000,82.78989,282.37953
20575.00000,104.29894,196.71437
20585.00000,92.66245,208.21186
20595.00000,96.82286,279.18458
20605.00000,108.82241,249.42873
20615.00000,65.93403,178.67657
20625.00000,68.67274,209.24300
20635.00000,77.08053,221.36235
20645.00000,80.03403,204.24819
20655.00000,102.50425,164.73780
20665.00000,62.24737,187.63233
20675.00000,79.42319,178.12089
20685.00000,61.38147,163.70627
20695.00000,69.45994,227.95650
20705.00000,62.41693,159.75958
20715.00000,48.54349,153.25024
20725.00000,72.59945,211.53712
20735.00000,88.64758,226.68197
20745.00000,65.23491,264.36141
20755.00000,49.39294,268.80758
20765.00000,63.12491,239.27775
20775.00000,102.26454,261.33791
20785.00000,125.10427,296.93980
20795.00000,80.26746,251.59865
20805.00000,84.99573,278.32508
20815.00000,86.17946,232.10605
20825.00000,130.39701,436.67916
20835.00000,114.02549,234.82888
20845.00000,124.50693,246.36482
20855.00000,102.63731,270.59925
20865.00000,83.07701,263.43724
20875.00000,106.17737,285.29222
20885.00000,83.07744,215.81832
20895.00000,82.67177,242.67039
20905.00000,84.37091,321.58121
20915.00000,51.58463,217.11152
20925.00000,107.56490,322.47389
20935.00000,110.44202,296.87778
20945.00000,105.40408,310.91387
20955.00000,90.69505,341.79403
20965.00000,85.15409,306.35585
20975.00000,75.38953,260.51356
20985.00000,97.15450,270.88155
20995.00000,94.91402,240.85915
21005.00000,77.99397,261.39809
21015.00000,77.53122,333.28524
21025.00000,84.56973,277.10394
21035.00000,110.92118,341.82213
21045.00000,94.92136,283.11919
21055.00000,77.08777,280.37608
21065.00000,104.58527,296.94243
21075.00000,76.05226,304.44179
21085.00000,103.55826,293.37908
21095.00000,98.12696,259.73513
21105.00000,77.38888,230.00218
21115.00000,83.98012,276.29915
21125.00000,111.11185,342.62129
21135.00000,109.98198,301.83360
21145.00000,91.22642,313.70213
21155.00000,85.92861,296.79635
21165.00000,126.18153,345.44617
21175.00000,80.31954,356.63986
21185.00000,84.77663,269.92514
21195.00000,100.04342,345.95887
21205.00000,108.94671,315.50099
21215.00000,81.44060,297.53583
21225.00000,90.49760,340.05036
21235.00000,131.64214,331.37016
21245.00000,104.14100,302.25045
21255.00000,97.41269,249.56309
21265.00000,84.36713,260.55336
21275.00000,109.44364,361.35370
21285.00000,93.69778,322.48441
21295.00000,103.61562,328.97650
21305.00000,85.99735,271.15042
21315.00000,70.02480,245.80186
21325.00000,129.83571,337.04106
21335.00000,71.49978,342.96320
21345.00000,94.19673,314.51533
21355.00000,99.42778,293.19745
21365.00000,78.44737,282.55007
21375.00000,223.31604,424.18010
21385.00000,116.34797,445.87071
21395.00000,68.18939,272.34986
21405.00000,110.36742,371.15331
21415.00000,95.82616,272.36486
21425.00000,52.72308,237.84765
21435.00000,76.75615,310.89080
21445.00000,106.91940,346.96475
21455.00000,102.08812,375.00890
21465.00000,87.60891,290.63311
21475.00000,79.52802,283.85462
21485.00000,83.82899,294.48980
21495.00000,102.83425,338.90002
21505.00000,85.28584,318.34493
21515.00000,82.70327,294.12419
21525.00000,107.37261,362.53568
21535.00000,83.88560,302.24529
21545.00000,97.37551,245.68872
21555.00000,98.64466,292.21792
21565.00000,69.65669,228.56788
21575.00000,123.02549,405.19984
21585.00000,89.96799,368.25125
21595.00000,65.87697,246.96903
21605.00000,90.49754,334.90737
21615.00000,87.84621,282.61281
21625.00000,123.36709,351.76639
21635.00000,80.10538,346.13335
21645.00000,61.92535,308.93804
21655.00000,62.75064,280.80504
21665.00000,89.23141,396.12464
21675.00000,72.50280,388.15066
21685.00000,44.27916,277.73632
21695.00000,42.02242,264.70907
21705.00000,67.76223,371.81446
21715.00000,63.05622,308.11521
21725.00000,63.21082,293.65894
21735.00000,111.11811,315.22077
21745.00000,79.13558,248.56731
21755.00000,76.75101,280.37434
21765.00000,89.24003,298.43561
21775.00000,120.34686,420.23441
21785.00000,78.57628,279.22350
21795.00000,116.60955,292.56560
21805.00000,80.99724,246.68461
21815.00000,87.35566,221.67028
21825.00000,102.46772,232.29363
21835.00000,,239.56499
21845.00000,,411.03481
21855.00000,,315.15633
21865.00000,,223.63192
21875.00000,,286.61382
21885.00000,,319.28685
21895.00000,,222.17456
21905.00000,,245.83154
21915.00000,,270.29944
21925.00000,,285.47389
21935.00000,,372.33975
21945.00000,,218.12125
21955.00000,,309.52331
21965.00000,,262.91988
21975.00000,,240.78006
21985.00000,,230.71983
21995.00000,,212.60870
22005.00000,,221.69590
22015.00000,,241.04129
22025.00000,,261.90607
22035.00000,102.06961,260.43739
22045.00000,84.03562,248.92229
22055.00000,75.28045,245.24637
22065.00000,57.21862,172.80583
22075.00000,72.42077,270.89173
22085.00000,48.87945,220.56136
22095.00000,88.32049,329.40549
22105.00000,73.47454,260.02855
22115.00000,58.11900,199.22894
22125.00000,62.23886,230.78097
22135.00000,78.97580,207.19939
22145.00000,85.80835,318.72427
22155.00000,124.96996,285.09621
22165.00000,60.23268,204.30606
22175.00000,85.16182,262.46518
22185.00000,61.94304,241.41829
22195.00000,106.53048,247.40942
22205.00000,61.74756,238.83879
22215.00000,92.84333,268.81810
22225.00000,66.02704,284.49386
22235.00000,79.72129,294.45229
22245.00000,83.52843,223.21947
22255.00000,92.26317,297.39854
22265.00000,67.16088,225.06160
22275.00000,75.20135,265.04153
22285.00000,71.31885,231.06379
22295.00000,63.28467,232.78478
22305.00000,73.14217,244.90918
22315.00000,83.67966,239.43204
22325.00000,113.23413,294.77367
22335.00000,,312.92610
22345.00000,110.77175,271.93153
22355.00000,79.43948,243.30652
22365.00000,84.26306,248.02054
22375.00000,122.02206,312.70865
22385.00000,93.31896,228.88182
22395.00000,,207.45670
22405.00000,65.41483,309.46936
22415.00000,70.25544,217.85593
22425.00000,84.80090,227.44103
22435.00000,102.87367,306.67396
22445.00000,71.23662,196.86739
22455.00000,107.45046,239.20903
22465.00000,65.07493,223.53052
22475.00000,67.19434,185.13301
22485.00000,74.35505,250.45478
22495.00000,97.15765,324.43762
22505.00000,141.00994,351.59057
22515.00000,96.79333,336.89398
22525.00000,57.51787,214.15156
22535.00000,105.60378,268.79223
22545.00000,73.76050,229.16468
22555.00000,66.41809,235.45705
22565.00000,60.51189,252.98647
22575.00000,73.26822,237.21356
22585.00000,57.65261,233.14372
22595.00000,74.12178,237.54264
22605.00000,98.88597,287.54423
22615.00000,84.08138,230.80244
22625.00000,58.97351,232.19594
22635.00000,72.70423,149.53879
22645.00000,63.54265,158.43881
22655.00000,73.01215,211.67767
22665.00000,65.50595,198.21340
22675.00000,76.35834,244.95906
22685.00000,68.57373,210.53875
22695.00000,81.26483,254.79816
22705.00000,45.62541,219.42363
22715.00000,67.85743,219.44173
22725.00000,74.76098,265.81391
22735.00000,85.27968,241.76151
22745.00000,60.98054,236.15360
22755.00000,93.46364,325.88845
22765.00000,62.92581,252.61789
22775.00000,75.36052,243.06159
22785.00000,69.37337,269.62972
22795.00000,69.21656,262.12657
22805.00000,63.49549,236.00135
22815.00000,48.97273,180.17703
22825.00000,65.16416,155.33895
22835.00000,78.61476,165.36830
22845.00000,62.10004,154.00072
22855.00000,51.71303,112.22220
22865.00000,43.55108,105.73987
22875.00000,53.71117,104.00621
22885.00000,58.19737,115.75282
22895.00000,50.82338,131.74465
22905.00000,72.56974,186.81028
22915.00000,61.43126,178.05011
22925.00000,82.21713,236.44345
22935.00000,66.60674,199.60732
22945.00000,51.04350,189.81023
22955.00000,91.81799,211.33232
22965.00000,72.41195,214.45391
22975.00000,60.82140,202.03188
22985.00000,101.14450,280.92959
22995.00000,59.42208,238.91092
23005.00000,94.48800,258.14021
23015.00000,86.13951,257.55310
23025.00000,71.70252,201.19835
23035.00000,73.84831,223.80013
23045.00000,84.33317,249.90133
23055.00000,91.30374,301.23006
23065.00000,83.57220,276.17642
23075.00000,41.41794,215.44602
23085.00000,82.69250,222.47510
23095.00000,77.93552,228.00688
23105.00000,71.80866,218.67472
23115.00000,56.48992,200.44760
23125.00000,105.93697,309.36045
23135.00000,61.35326,270.18128
23145.00000,62.24980,185.32366
23155.00000,59.47604,146.22134
23165.00000,53.92701,137.98859
23175.00000,56.04148,123.97014
23185.00000,65.08685,99.62022
23195.00000,57.43880,82.55951
23205.00000,48.46529,95.06506
23215.00000,49.56093,73.55841
23225.00000,37.91829,84.37523
23235.00000,39.21797,75.95000
23245.00000,49.40282,114.87053
23255.00000,46.28676,90.72703
23265.00000,49.75693,111.67165
23275.00000,62.50445,164.07530
23285.00000,99.93714,171.48378
23295.00000,76.60345,166.89101
23305.00000,95.49996,249.33816
23315.00000,129.12070,290.73088
23325.00000,91.88037,312.82414
23335.00000,149.02555,337.63503
23345.00000,125.28923,361.23598
23355.00000,155.08569,516.62513
23365.00000,91.05956,547.28922
23375.00000,131.17016,600.84859
23385.00000,124.50764,556.60526
23395.00000,87.84883,472.42473
23405.00000,110.23076,516.39593
23415.00000,98.53210,555.67045
23425.00000,110.36656,561.50107
23435.00000,123.67201,579.53544
23445.00000,84.47003,433.59789
23455.00000,130.23756,686.47593
23465.00000,92.80202,684.02891
23475.00000,114.49873,708.78382
23485.00000,108.28519,655.66457
23495.00000,106.39729,668.88714
23505.00000,108.42525,662.41537
23515.00000,164.24529,958.36869
23525.00000,,627.32196
23535.00000,,615.22675
23545.00000,,524.63137
23555.00000,,735.32737
23565.00000,110.81885,803.70655
23575.00000,101.90304,750.44962
23585.00000,105.97564,654.41152
23595.00000,92.46828,627.07097
23605.00000,101.32519,631.24927
23615.00000,101.51063,570.89729
23625.00000,169.76686,786.38229
23635.00000,125.70703,870.75752
23645.00000,113.54340,644.34757
23655.00000,86.35835,520.09361
23665.00000,93.09928,661.73600
23675.00000,123.10403,599.38982
23685.00000,117.51070,603.09292
23695.00000,97.91456,555.35978
23705.00000,100.25857,563.02487
23715.00000,114.09593,647.88871
23725.00000,125.38643,682.72684
23735.00000,123.82786,453.71154
23745.00000,92.38690,468.78624
23755.00000,97.15761,473.11674
23765.00000,86.04385,500.66803
23775.00000,69.96324,476.28098
23785.00000,130.43478,846.93279
23795.00000,153.19654,650.94153
23805.00000,87.32315,580.19249
23815.00000,151.84030,794.81876
23825.00000,120.33765,711.24618
23835.00000,129.76414,766.51007
23845.00000,95.01860,578.73273
23855.00000,139.48829,489.55281
23865.00000,71.44714,401.83746
23875.00000,106.28139,657.89726
23885.00000,110.62970,594.92460
23895.00000,104.85454,600.57890
23905.00000,140.39129,802.92319
23915.00000,142.69730,750.24249
23925.00000,123.83892,765.54165
23935.00000,159.89430,838.28542
23945.00000,125.67739,590.12369
23955.00000,141.54912,745.22796
23965.00000,157.33876,849.94014
23975.00000,136.26268,876.74407
23985.00000,108.88310,704.21145
23995.00000,101.97734,859.07816
24005.00000,102.88409,814.63486
24015.00000,98.56225,719.30849
24025.00000,92.21044,743.47481
24035.00000,148.42433,887.16967
24045.00000,118.15922,850.97956
24055.00000,99.07660,717.54262
24065.00000,140.73470,810.04376
24075.00000,110.77324,736.25003
24085.00000,128.04785,737.75578
24095.00000,101.85736,684.09665
24105.00000,106.62106,509.06928
24115.00000,165.81352,756.21527
24125.00000,102.12963,513.59342
24135.00000,102.26175,429.79885
24145.00000,143.89001,519.00008
24155.00000,113.71073,389.27270
24165.00000,68.88266,284.56767
24175.00000,80.54340,396.35850
24185.00000,59.94432,277.20179
24195.00000,133.77407,433.12039
24205.00000,103.93933,421.71818
24215.00000,102.87392,238.77712
24225.00000,146.28214,394.40375
24235.00000,93.06502,374.77112
24245.00000,77.03856,304.32487
24255.00000,98.77099,298.85914
24265.00000,95.12883,288.11944
24275.00000,80.18570,249.63028
24285.00000,151.24724,386.64714
24295.00000,72.88249,291.06484
24305.00000,65.29695,221.75650
24315.00000,105.59641,321.32460
24325.00000,64.38989,246.15417
24335.00000,90.33364,401.77021
24345.00000,72.88559,323.44019
24355.00000,88.29114,311.48986
24365.00000,119.60662,423.87758
24375.00000,62.70714,322.94497
24385.00000,74.89785,325.49170
24395.00000,138.94129,501.88602
24405.00000,95.55281,423.02515
24415.00000,69.15626,303.97891
24425.00000,53.70540,319.53080
24435.00000,68.72623,287.46829
24445.00000,75.29944,288.81781
24455.00000,82.32215,298.22263
24465.00000,87.56943,252.03318
24475.00000,92.67076,312.68726
24485.00000,58.30043,246.96736
24495.00000,108.30206,291.53360
24505.00000,88.54662,308.99887
24515.00000,117.68668,312.87414
24525.00000,81.98000,270.79153
24535.00000,100.72401,297.47416
24545.00000,99.02719,310.01412
24555.00000,71.62046,220.21727
24565.00000,100.89469,370.00638
24575.00000,106.94494,457.66302
24585.00000,94.42865,446.50586
24595.00000,168.14408,558.53835
24605.00000,103.63233,432.49386
24615.00000,117.44588,484.41740
24625.00000,115.95841,585.89288
24635.00000,141.23396,419.21790
24645.00000,124.84373,426.10914
24655.00000,154.19719,470.15482
24665.00000,102.34800,446.69408
24675.00000,138.52013,601.42649
24685.00000,100.53763,401.07441
24695.00000,88.67853,289.65576
24705.00000,92.34396,299.49006
24715.00000,131.22345,400.00990
24725.00000,109.67702,415.17684
24735.00000,146.76340,442.70148
24745.00000,94.25210,473.40038
24755.00000,111.76517,503.46729
24765.00000,101.70129,434.82572
24775.00000,123.34935,532.90594
24785.00000,178.37725,507.22830
24795.00000,107.85613,384.77057
24805.00000,95.99577,347.97314
24815.00000,166.70453,476.76065
24825.00000,73.15317,359.42936
24835.00000,79.83618,343.43765
24845.00000,83.74559,377.65071
24855.00000,107.56083,409.56443
24865.00000,131.16975,516.60301
24875.00000,85.12503,320.36640
24885.00000,82.39600,278.22218
24895.00000,78.44592,308.28909
24905.00000,88.49381,386.56220
24915.00000,92.78091,390.87581
24925.00000,129.99797,656.78403
24935.00000,125.93729,420.36107
24945.00000,119.43772,278.55371
24955.00000,83.38252,220.21871
24965.00000,64.98717,212.55835
24975.00000,105.95332,371.94519
24985.00000,80.93699,277.15444
24995.00000,96.81999,348.69502
25005.00000,84.12751,368.51119
25015.00000,99.04838,374.57073
25025.00000,96.70909,307.77650
25035.00000,79.85464,314.61565
25045.00000,77.23064,334.30631
25055.00000,80.85839,336.28073
25065.00000,128.80959,534.59156
25075.00000,158.03383,506.88639
25085.00000,130.13151,549.46660
25095.00000,106.23629,662.88567
25105.00000,106.98745,441.38282
25115.00000,105.19093,510.39709
25125.00000,92.77876,546.05276
25135.00000,116.68071,458.45663
25145.00000,101.84433,532.14772
25155.00000,107.91275,486.98374
25165.00000,144.05476,533.00859
25175.00000,91.83674,548.36142
25185.00000,115.87096,657.36123
25195.00000,83.47412,452.23762
25205.00000,112.63554,657.67843
25215.00000,138.70787,557.26931
25225.00000,71.26155,343.35274
25235.00000,98.02966,468.95128
25245.00000,142.41586,678.93849
25255.00000,107.84835,556.85362
25265.00000,108.15515,605.37641
25275.00000,98.79927,501.23907
25285.00000,136.19638,681.06299
25295.00000,120.52198,625.99133
25305.00000,137.58845,672.02802
25315.00000,121.76515,734.07092
25325.00000,89.45566,411.54129
25335.00000,117.17767,531.54851
25345.00000,113.20935,614.02965
25355.00000,108.28997,573.07567
25365.00000,130.42610,730.64128
25375.00000,106.58250,581.48807
25385.00000,127.57396,607.19256
25395.00000,125.33675,838.78087
25405.00000,89.83983,546.51940
25415.00000,104.12824,563.54919
25425.00000,105.53304,619.92009
25435.00000,89.52827,557.15589
25445.00000,156.96875,764.60339
25455.00000,90.62502,791.63972
25465.00000,97.75314,765.24256
25475.00000,126.48633,667.05497
25485.00000,91.08063,695.59929
25495.00000,133.05270,841.11564
25505.00000,109.85078,793.68426
25515.00000,141.66670,1094.29879
25525.00000,131.61020,880.88311
25535.00000,143.81613,834.79085
25545.00000,82.70600,552.61307
25555.00000,140.94989,762.96140
25565.00000,152.74059,777.91346
25575.00000,123.42705,705.74056
25585.00000,97.08475,691.66086
25595.00000,,602.60712
25605.00000,,736.55721
25615.00000,,740.95992
25625.00000,,720.63522
25635.00000,,852.92781
25645.00000,,502.55090
25655.00000,,734.18978
25665.00000,,869.94736
25675.00000,,935.12567
25685.00000,,873.82316
25695.00000,,651.34472
25705.00000,,1003.01966
25715.00000,,660.93549
25725.00000,,439.44041
25735.00000,,597.15322
25745.00000,,857.46887
25755.00000,,758.01170
25765.00000,,896.18345
25775.00000,,810.32176
25785.00000,,704.59577
25795.00000,,924.01886
25805.00000,,871.68835
25815.00000,,672.59768
25825.00000,,685.88131
25835.00000,,512.28196
25845.00000,,648.53252
25855.00000,109.27840,444.90339
25865.00000,112.24667,518.25353
25875.00000,166.48846,923.80133
25885.00000,141.02010,666.40021
25895.00000,107.99803,564.33377
25905.00000,108.87283,618.21319
25915.00000,146.50705,887.64862
25925.00000,102.03697,432.73425
25935.00000,103.81420,446.13432
25945.00000,104.40911,426.26886
25955.00000,104.69019,366.63354
25965.00000,104.11109,389.96602
25975.00000,89.06406,343.13085
25985.00000,80.49708,246.34572
25995.00000,105.75565,353.64215
26005.00000,73.37723,254.61984
26015.00000,61.85019,244.54122
26025.00000,80.65439,279.35724
26035.00000,79.72061,366.20528
26045.00000,90.97611,372.49079
26055.00000,106.65008,442.90479
26065.00000,147.48423,550.51913
26075.00000,128.61879,539.91991
26085.00000,69.84363,279.89585
26095.00000,115.23184,215.60848
26105.00000,76.53375,188.19099
26115.00000,118.34561,263.29829
26125.00000,112.73401,298.46860
26135.00000,103.76323,289.53745
26145.00000,81.04189,250.75130
26155.00000,82.61625,313.12262
26165.00000,114.86062,358.73308
26175.00000,79.78920,297.83764
26185.00000,68.82090,237.75063
26195.00000,85.34222,315.03313
26205.00000,162.90839,447.35779
26215.00000,64.70353,328.14138
26225.00000,75.59806,296.31472
26235.00000,78.90595,334.59311
26245.00000,105.14005,345.81505
26255.00000,77.48269,261.61703
26265.00000,76.39099,263.15211
26275.00000,97.98854,246.20559
26285.00000,164.15770,357.65273
26295.00000,103.80559,267.15245
26305.00000,106.57035,344.43572
26315.00000,110.48323,348.79327
26325.00000,94.76560,304.07812
26335.00000,83.83280,352.83581
26345.00000,90.96295,376.34077
26355.00000,107.87580,381.61618
26365.00000,87.97673,336.18816
26375.00000,85.61025,330.77982
26385.00000,86.18582,415.83465
26395.00000,79.26957,346.02024
26405.00000,89.27903,315.71933
26415.00000,75.37010,327.62519
26425.00000,99.27330,370.93516
26435.00000,99.66811,334.47588
26445.00000,103.47596,400.22651
26455.00000,95.94125,398.80124
26465.00000,100.45689,304.43297
26475.00000,93.71530,352.23158
26485.00000,107.11625,415.76178
26495.00000,90.54955,416.96092
26505.00000,82.80851,324.37093
26515.00000,109.17674,386.38625
26525.00000,43.65386,211.81581
26535.00000,,
26545.00000,,
26555.00000,79.72725,316.77840
26565.00000,67.44217,260.55345
26575.00000,121.92262,304.76675
26585.00000,109.52901,277.88411
26595.00000,63.53793,238.90899
26605.00000,101.77468,298.22256
26615.00000,86.01466,313.39011
26625.00000,94.57832,305.78981
26635.00000,42.83611,239.71944
26645.00000,66.20671,259.29099
26655.00000,92.39239,313.23905
26665.00000,101.21479,274.37741
26675.00000,76.08887,284.86999
26685.00000,90.81472,265.34204
26695.00000,69.34526,251.17822
26705.00000,85.21573,281.92975
26715.00000,61.06185,276.09784
26725.00000,85.15837,350.16797
26735.00000,100.61198,308.72110
26745.00000,,189.52785
26755.00000,115.37520,313.56523
26765.00000,55.54129,287.38715
26775.00000,88.05807,353.11367
26785.00000,103.50847,334.32562
26795.00000,78.12638,294.76485
26805.00000,70.28060,271.79584
26815.00000,120.96562,456.74516
26825.00000,106.33992,308.09510
26835.00000,75.61907,261.97870
26845.00000,73.01108,272.20544
26855.00000,87.97030,360.23287
26865.00000,115.79708,319.74347
26875.00000,99.58015,296.23974
26885.00000,81.61947,259.31689
26895.00000,79.58130,281.47092
26905.00000,104.78948,283.60411
26915.00000,107.93835,319.65942
26925.00000,71.33021,246.09363
26935.00000,83.32449,286.46506
26945.00000,93.03082,271.19033
26955.00000,69.13701,244.26455
26965.00000,59.74451,199.96105
26975.00000,71.91968,226.09412
26985.00000,76.38368,233.82691
26995.00000,89.48712,227.62877
27005.00000,,247.62779
27015.00000,,200.39145
27025.00000,,251.63121
27035.00000,,244.17991
27045.00000,,222.56558
27055.00000,78.94441,228.49732
27065.00000,81.56326,252.34039
27075.00000,72.04134,275.48629
27085.00000,80.80201,274.62780
27095.00000,81.74482,249.73070
27105.00000,70.76721,151.13448
27115.00000,73.72224,191.74570
27125.00000,73.57808,235.00497
27135.00000,68.54862,197.65873
27145.00000,80.83633,310.34795
27155.00000,65.29449,212.39808
27165.00000,59.29759,190.84149
27175.00000,78.44817,259.78862
27185.00000,72.46414,237.43866
27195.00000,76.13392,257.14389
27205.00000,104.33306,302.66720
27215.00000,69.43343,331.42731
27225.00000,80.19329,299.66103
27235.00000,112.07402,289.70320
