# Decadal averaged CFA, water isotope and layerthickness data for NGRIP
# 
# Columns:
# Age_BP : Age of the middle of the sampling interval in years BP on the GICC05 age scale for NGRIP (see reference)
# Na : Concentration of Na+ ions in (ng/g), measured by continuous flow analysis
# Ca : Concentration of Ca++ ions in (ng/g), measured by continuous flow analysis
# lt : Annual layerthickness in (m) as calculated from the age model (see reference)
# d18O : Water isotopic composition in permille relative to VSMOW (see references)
#
# For age model see:
# Svensson, Anders, K K Andersen, Matthias Bigler, H B Clausen, Dorthe Dahl-Jensen, S M Davies, Sigfus J Johnsen, et al. 2008. “A 60 000 Year Greenland Stratigraphic Ice Core Chronology.” Climate of the Past 4 (1): 47–57. doi:10.5194/cp-4-47-2008.
# 
# For water isotope data see:
# NGRIP members. 2004. “High-Resolution Record of Northern Hemisphere Climate Extending into the Last Interglacial Period.” Nature 431 (7005): 147–51. doi:10.1038/nature02805.
# Gkinis, V, S B Simonsen, S L Buchardt, James W C White, and Bo M Vinther. 2014. “Water Isotope Diffusion Rates from the NorthGRIP Ice Core for the Last 16,000 Years - Glaciological and Paleoclimatic Implications.” Earth and Planetary Science Letters 405 (C). 132–41. doi:10.1016/j.epsl.2014.08.022.
#

Age_BP,Na,Ca,lt,d18O
36915.00000,47.12369,64.96701,0.02030,-41.01500
36925.00000,53.34140,62.77033,0.02330,-41.37800
36935.00000,48.50706,77.16876,0.02190,-39.93000
36945.00000,61.00940,73.07913,0.02230,-41.82400
36955.00000,54.47816,58.98757,0.02270,-41.12750
36965.00000,49.58068,67.43387,0.02050,-40.20600
36975.00000,47.18653,51.55549,0.02450,-40.96750
36985.00000,53.46931,59.15976,0.02220,-41.86600
36995.00000,50.34210,60.93782,0.02160,-41.14500
37005.00000,59.33394,71.08633,0.02280,-41.52400
37015.00000,53.03518,69.55981,0.02190,-40.66250
37025.00000,50.63016,78.22530,0.02030,-40.78000
37035.00000,52.00798,74.31325,0.02020,-41.71250
37045.00000,48.02173,72.85232,0.02090,-40.01000
37055.00000,64.83804,80.37263,0.02210,-41.35200
37065.00000,71.87032,86.14347,0.02110,-41.20250
37075.00000,42.58358,62.85406,0.02040,-39.51000
37085.00000,56.74003,43.63499,0.02270,-40.33400
37095.00000,53.12582,64.07247,0.02290,-40.79500
37105.00000,55.02547,65.76227,0.02680,-40.65167
37115.00000,42.41264,40.54810,0.02720,-39.23800
37125.00000,44.21296,44.77900,0.02510,-41.06200
37135.00000,40.73315,38.85307,0.02740,-40.00667
37145.00000,38.90203,43.39141,0.02690,-39.63400
37155.00000,41.63549,58.84248,0.02480,-39.01400
37165.00000,45.58204,45.62461,0.02950,-39.96667
37175.00000,44.39478,47.24732,0.02630,-39.79200
37185.00000,39.18773,33.35950,0.02840,-39.55500
37195.00000,45.69399,37.27849,0.02570,-39.03800
37205.00000,46.58883,38.14589,0.02600,-39.74800
37215.00000,46.09158,40.00958,0.02580,-40.13600
37225.00000,54.08657,40.57660,0.02740,-40.56500
37235.00000,34.90744,38.74665,0.02960,-39.77333
37245.00000,40.24463,36.71649,0.02590,-39.77200
37255.00000,43.28249,37.77021,0.02820,-39.39000
37265.00000,45.90677,39.61208,0.02610,-39.82833
37275.00000,47.71929,37.17379,0.02750,-38.53400
37285.00000,40.19901,41.76189,0.02720,-39.02833
37295.00000,44.67713,49.65945,0.02710,-39.05200
37305.00000,50.43739,40.97026,0.02670,-39.77200
37315.00000,48.87952,42.27566,0.02550,-41.50000
37325.00000,54.75788,45.71438,0.02490,-40.21800
37335.00000,47.53314,41.72369,0.02660,-40.33833
37345.00000,51.79860,55.25983,0.02300,-39.94250
37355.00000,44.32362,41.96602,0.02850,-40.78500
37365.00000,50.48827,48.42785,0.02540,-40.67600
37375.00000,39.83247,44.70286,0.03050,-38.92167
37385.00000,32.70924,41.58023,0.02860,-38.93000
37395.00000,40.46446,45.67129,0.02890,-40.40333
37405.00000,29.58316,53.40706,0.02470,-37.53400
37415.00000,28.67351,49.13139,0.02840,-38.79800
37425.00000,24.53173,32.99910,0.03000,-39.00833
37435.00000,34.96428,34.41111,0.02820,-38.75333
37445.00000,38.90286,33.97942,0.02940,-38.43333
37455.00000,41.78391,42.63299,0.02890,-38.87500
37465.00000,45.94893,46.54785,0.03100,-39.72500
37475.00000,43.98850,51.96844,0.02930,-40.06000
37485.00000,42.19191,33.66753,0.02640,-39.89400
37495.00000,36.97730,38.39916,0.03070,-38.66667
37505.00000,33.02727,49.17799,0.02720,-38.12000
37515.00000,29.24940,43.22693,0.02700,-37.73600
37525.00000,46.24568,45.83187,0.02810,-39.87667
37535.00000,37.61934,46.79167,0.03160,-38.14667
37545.00000,40.39566,32.04391,0.03210,-38.65667
37555.00000,43.94813,39.19428,0.03130,-40.35857
37565.00000,40.25044,44.35047,0.02800,-38.58000
37575.00000,31.64701,37.49311,0.03070,-38.37333
37585.00000,36.12441,39.21400,0.02490,-39.77800
37595.00000,41.64085,31.31264,0.02730,-39.69333
37605.00000,37.75746,37.23498,0.03270,-37.60667
37615.00000,43.81408,41.58497,0.03100,-39.09714
37625.00000,35.21058,42.52333,0.02990,-39.27333
37635.00000,41.26234,43.67217,0.02950,-38.99200
37645.00000,34.25170,48.63028,0.03040,-38.20000
37655.00000,28.60321,33.42806,0.03340,-38.29143
37665.00000,29.36780,50.05145,0.02800,-39.44000
37675.00000,34.46052,42.61385,0.02540,-40.12000
37685.00000,34.05534,48.18969,0.02750,-38.30000
37695.00000,34.16252,53.06555,0.03140,-38.78429
37705.00000,35.37996,47.08244,0.02670,-38.81600
37715.00000,49.98799,35.70583,0.02850,-38.99500
37725.00000,53.37711,45.21230,0.02750,-39.26400
37735.00000,42.30826,48.18433,0.02540,-38.36600
37745.00000,54.00524,42.37197,0.02940,-39.18667
37755.00000,55.59439,41.06323,0.02780,-39.95833
37765.00000,41.90423,45.13489,0.03370,-38.18333
37775.00000,51.43063,38.35237,0.02870,-39.14000
37785.00000,40.94384,49.91809,0.02930,-39.49333
37795.00000,38.01330,40.96443,0.02880,-38.42667
37805.00000,42.90064,30.60202,0.02930,-39.50500
37815.00000,52.31927,47.45903,0.03110,-39.56667
37825.00000,29.85986,39.95699,0.02710,-39.52800
37835.00000,39.74543,40.53585,0.03130,-39.05143
37845.00000,44.59739,54.24689,0.03010,-39.22167
37855.00000,32.67461,49.85501,0.03060,-39.60500
37865.00000,34.93987,39.97919,0.03510,-38.37571
37875.00000,36.44564,36.47883,0.02840,-38.49400
37885.00000,39.81853,34.18365,0.02640,-39.87000
37895.00000,51.00789,43.88475,0.02840,-39.76600
37905.00000,50.35353,48.39502,0.02960,-38.06333
37915.00000,45.03686,41.28828,0.03200,-38.23857
37925.00000,28.74587,34.35006,0.03340,-38.08833
37935.00000,32.84459,34.95440,0.03200,-39.18143
37945.00000,37.32064,43.33150,0.03170,-38.82333
37955.00000,34.03311,45.85287,0.02670,-39.06600
37965.00000,34.04281,40.84780,0.02850,-38.75000
37975.00000,34.94237,41.20947,0.03170,-37.08500
37985.00000,30.33403,38.42399,0.03280,-39.15143
37995.00000,26.48907,31.08942,0.02890,-38.74000
38005.00000,33.00556,39.19778,0.03770,-38.76000
38015.00000,31.32577,39.40574,0.03080,-38.54714
38025.00000,32.58980,57.80737,0.03280,-39.51500
38035.00000,36.06973,34.04161,0.03040,-39.27000
38045.00000,31.28277,34.91575,0.02900,-37.86833
38055.00000,31.45680,36.27258,0.03430,-38.06286
38065.00000,28.59672,37.17538,0.03320,-38.54500
38075.00000,32.95192,37.69689,0.03150,-37.59857
38085.00000,28.52473,45.79879,0.03870,-38.12857
38095.00000,33.19706,31.97672,0.03440,-38.07286
38105.00000,42.42141,40.43242,0.03010,-38.37667
38115.00000,36.78974,36.46895,0.03570,-38.27000
38125.00000,54.39832,42.20383,0.02960,-38.99000
38135.00000,34.35203,38.95645,0.02990,-37.23500
38145.00000,35.30739,32.15268,0.02990,-37.88667
38155.00000,48.18044,48.90018,0.02900,-38.61333
38165.00000,57.87724,64.80107,0.02360,-41.01400
38175.00000,71.29447,143.15601,0.01810,-42.52500
38185.00000,78.73019,190.92737,0.01920,-41.52000
38195.00000,77.44977,171.50770,0.01550,-42.47000
38205.00000,71.97808,197.45588,0.01590,-41.62750
38215.00000,61.87729,138.26132,0.01560,-41.73000
38225.00000,66.62132,163.79739,0.01560,-42.55667
38235.00000,76.93130,219.25258,0.01550,-41.86333
38245.00000,72.44213,227.25357,0.01530,-42.63000
38255.00000,81.56560,240.05543,0.02040,-41.74500
38265.00000,64.25583,219.54040,0.01640,-41.90333
38275.00000,81.87658,245.86022,0.01730,-42.84250
38285.00000,92.63667,285.59771,0.01730,-42.29000
38295.00000,89.72076,227.26685,0.01780,-42.48500
38305.00000,73.12557,233.06527,0.01710,-44.48000
38315.00000,73.02649,213.94442,0.01490,-44.23667
38325.00000,71.12662,227.84447,0.01570,-42.62333
38335.00000,75.72999,278.85506,0.01470,-41.98000
38345.00000,55.84849,219.36234,0.01460,-41.26000
38355.00000,66.10244,236.19668,0.01450,-41.99333
38365.00000,90.81411,265.52249,0.01460,-45.08000
38375.00000,56.97044,185.33956,0.01450,-38.36333
38385.00000,72.32533,223.42275,0.01640,-40.92667
38395.00000,105.60106,588.19249,0.01480,-41.32333
38405.00000,80.07735,359.08880,0.01780,-42.81500
38415.00000,92.05471,406.39608,0.01450,-43.36000
38425.00000,66.00233,182.62917,0.01110,-43.14000
38435.00000,71.68813,214.15794,0.01420,-41.64333
38445.00000,81.81341,210.70345,0.02080,-42.40500
38455.00000,80.47987,240.67858,0.01540,-40.90667
38465.00000,74.10940,238.77724,0.01390,-41.64333
38475.00000,86.95864,275.85334,0.01480,-44.35000
38485.00000,95.43259,266.69597,0.01430,-45.43333
38495.00000,92.10166,320.83251,0.01290,-43.57000
38505.00000,63.90132,200.63078,0.01570,-41.39333
38515.00000,118.25185,309.35575,0.01690,-44.42500
38525.00000,71.01821,217.29197,0.01640,-41.21333
38535.00000,57.43072,174.14591,0.01600,-41.28000
38545.00000,94.62233,255.26896,0.01570,-42.34000
38555.00000,98.66510,288.36402,0.01110,-44.23333
38565.00000,86.77306,264.13493,0.01490,-44.38333
38575.00000,64.39988,225.05105,0.01390,-42.45000
38585.00000,86.42915,302.78952,0.01430,-41.38333
38595.00000,90.95430,376.89991,0.01520,-42.61667
38605.00000,67.81377,250.78488,0.01680,-43.28500
38615.00000,89.15359,295.80697,0.01310,-43.43000
38625.00000,70.44385,249.03207,0.01670,-41.91250
38635.00000,105.99936,323.40253,0.01360,-43.58000
38645.00000,104.40677,305.36430,0.01520,-44.14000
38655.00000,80.57100,299.51912,0.01410,-44.19667
38665.00000,93.26846,310.14801,0.01410,-44.51333
38675.00000,93.83873,336.18119,0.01660,-42.69333
38685.00000,101.84088,594.49793,0.01440,-41.99667
38695.00000,79.24835,309.61251,0.01450,-41.94000
38705.00000,91.99816,305.20713,0.01590,-45.15333
38715.00000,69.92304,273.81158,0.01470,-43.41667
38725.00000,73.76639,283.48657,0.01650,-41.80333
38735.00000,63.56657,212.70396,0.01670,-43.50500
38745.00000,93.45319,447.13300,0.01590,-45.34667
38755.00000,60.31268,183.14913,0.01390,-42.63000
38765.00000,91.34479,270.76196,0.01390,-43.11333
38775.00000,73.52650,308.44604,0.01620,-43.30000
38785.00000,83.35393,323.99444,0.01790,-43.94667
38795.00000,69.75680,263.63979,0.00980,-44.19000
38805.00000,74.96523,277.91783,0.01340,-42.66000
38815.00000,52.34869,240.16776,0.01490,-42.21333
38825.00000,50.16114,286.68045,0.01610,-42.84333
38835.00000,55.64352,287.83041,0.01340,-42.92000
38845.00000,49.76795,248.01839,0.01470,-40.37667
38855.00000,77.05990,274.46058,0.01390,-44.01000
38865.00000,85.23493,238.08226,0.01390,-41.37000
38875.00000,89.65378,280.72619,0.01610,-42.84000
38885.00000,92.75773,384.75700,0.01600,-43.55333
38895.00000,65.44506,259.21138,0.02010,-41.92750
38905.00000,76.22529,302.04227,0.01560,-40.55000
38915.00000,88.22950,321.77536,0.01630,-42.32667
38925.00000,92.06913,367.58697,0.01700,-41.99750
38935.00000,69.22996,275.45665,0.01620,-41.86333
38945.00000,85.30223,315.41350,0.01330,-42.67667
38955.00000,92.14581,390.13634,0.01450,-43.64000
38965.00000,90.72657,266.13195,0.01610,-44.09000
38975.00000,99.09664,306.44259,0.01800,-44.56667
38985.00000,72.51163,253.88753,0.01510,-44.44667
38995.00000,109.70347,292.94062,0.01410,-45.11333
39005.00000,93.10657,286.28762,0.01360,-45.34333
39015.00000,98.86618,357.50718,0.01310,-41.56000
39025.00000,97.16872,323.99194,0.01450,-41.72667
39035.00000,101.37083,393.04049,0.01290,-43.83667
39045.00000,78.36248,320.34235,0.01380,-42.97333
39055.00000,98.26289,384.56734,0.01410,-45.09500
39065.00000,89.02422,329.05017,0.01480,-44.14333
39075.00000,112.98268,395.07251,0.01190,-44.96000
39085.00000,74.02416,201.23696,0.01320,-40.48500
39095.00000,85.57223,273.71931,0.01560,-43.80750
39105.00000,87.30638,268.90128,0.01510,-43.47000
39115.00000,86.00706,352.68769,0.01590,-43.59333
39125.00000,77.38453,361.78846,0.01480,-43.24333
39135.00000,84.25398,381.18825,0.01440,-41.61667
39145.00000,84.09173,302.65071,0.01520,-42.99667
39155.00000,90.27990,325.36120,0.01300,-44.72000
39165.00000,70.80691,275.10712,0.01380,-41.87333
39175.00000,104.87929,359.87608,0.01300,-44.43000
39185.00000,79.21685,286.00442,0.01640,-43.55667
39195.00000,90.35609,290.67813,0.01400,-43.82667
39205.00000,90.35626,340.38538,0.01730,-43.17333
39215.00000,167.78064,371.32072,0.01300,-45.33000
39225.00000,74.18134,349.34122,0.01300,-42.63500
39235.00000,104.00693,431.43851,0.01410,-43.96000
39245.00000,90.54560,340.72692,0.01320,-43.05000
39255.00000,109.23908,436.11557,0.01350,-42.43000
39265.00000,88.08148,356.84868,0.01470,-42.41000
39275.00000,105.76239,477.13511,0.01320,-42.58000
39285.00000,110.21492,470.49190,0.01460,-45.88333
39295.00000,111.79882,439.81065,0.01500,-43.14333
39305.00000,80.74908,350.60627,0.01170,-40.39000
39315.00000,139.01772,459.33526,0.01520,-43.19000
39325.00000,113.27793,436.96378,0.01530,-44.15000
39335.00000,,348.53620,0.01640,-43.70250
39345.00000,40.46105,299.54734,0.01730,-43.87000
39355.00000,113.32058,562.17244,0.01220,-42.87667
39365.00000,85.87735,518.22280,0.01390,-44.57500
39375.00000,57.36515,290.51655,0.01520,-41.74667
39385.00000,69.08640,340.80184,0.01670,-41.96250
39395.00000,76.22331,344.79006,0.01490,-41.27667
39405.00000,72.97453,296.81237,0.01340,-42.30500
39415.00000,105.03450,475.74835,0.01370,-43.97667
39425.00000,110.06324,390.64688,0.01180,-45.45667
39435.00000,114.55419,570.07208,0.01140,-43.23500
39445.00000,88.92669,459.21590,0.01390,-44.19000
39455.00000,86.86621,395.00204,0.01260,-43.84000
39465.00000,116.99153,547.59256,0.01350,-45.51667
39475.00000,95.68896,489.78853,0.01350,-43.12667
39485.00000,94.21190,555.96676,0.01490,-42.51667
39495.00000,86.75948,341.76328,0.01500,-43.17667
39505.00000,113.69065,528.00400,0.01380,-40.79000
39515.00000,79.00423,425.04139,0.01450,-42.79333
39525.00000,97.03493,425.99161,0.01210,-42.42333
39535.00000,93.11032,378.38154,0.01370,-41.06500
39545.00000,88.19302,310.83858,0.01470,-42.19667
39555.00000,131.17183,519.89848,0.01420,-45.51667
39565.00000,102.82183,457.57929,0.01210,-43.55333
39575.00000,130.63179,559.36470,0.01570,-44.08333
39585.00000,91.27821,411.51064,0.01360,-42.34000
39595.00000,135.29844,794.29862,0.01240,-43.84333
39605.00000,104.69161,658.64302,0.01180,-41.48000
39615.00000,77.01945,392.12288,0.01240,-42.61333
39625.00000,92.42038,385.31050,0.01340,-42.16500
39635.00000,119.91608,441.55815,0.01420,-43.89667
39645.00000,104.23327,514.97678,0.01520,-40.96333
39655.00000,101.40936,454.48282,0.01240,-42.45667
39665.00000,83.02814,358.24550,0.01140,-44.88500
39675.00000,98.56431,327.78919,0.01500,-44.75333
39685.00000,93.82741,398.40395,0.01340,-43.26000
39695.00000,89.36104,512.05591,0.01430,-42.25000
39705.00000,75.45706,330.60588,0.01200,-41.77000
39715.00000,108.29011,448.12979,0.01150,-43.84000
39725.00000,87.13210,419.22053,0.01280,-43.82667
39735.00000,97.84805,441.05399,0.01370,-41.72333
39745.00000,83.44752,372.01828,0.01250,-43.02000
39755.00000,129.18690,519.31317,0.01210,-43.60500
39765.00000,96.67676,431.50437,0.01360,-42.23667
39775.00000,122.88873,525.65427,0.01090,-44.46500
39785.00000,83.73318,418.42552,0.01430,-43.64000
39795.00000,89.22207,347.85757,0.01360,-42.79667
39805.00000,96.66278,382.43301,0.01290,-43.92333
39815.00000,73.78768,408.60504,0.01400,-43.87000
39825.00000,100.18195,390.04023,0.01700,-43.49750
39835.00000,81.41491,353.23174,0.01590,-43.65000
39845.00000,71.38683,321.74940,0.01700,-41.61333
39855.00000,74.48495,289.00243,0.01780,-41.40000
39865.00000,85.04314,326.84265,0.01460,-43.32333
39875.00000,70.33650,262.06200,0.01560,-43.81000
39885.00000,82.33491,294.76551,0.01500,-40.13333
39895.00000,66.63447,207.61961,0.01600,-42.78000
39905.00000,73.13109,192.50674,0.01480,-41.90000
39915.00000,65.33001,178.64223,0.01610,-39.96000
39925.00000,78.23904,196.79203,0.01740,-43.12750
39935.00000,67.18326,131.38721,0.01880,-40.34750
39945.00000,61.09850,118.41687,0.02100,-40.46250
39955.00000,38.01451,92.99798,0.02190,-40.05000
39965.00000,46.33190,97.52900,0.01970,-41.01250
39975.00000,61.31757,87.25716,0.02030,-42.18500
39985.00000,50.01048,70.29554,0.02120,-39.54000
39995.00000,55.05679,62.00029,0.02130,-40.76200
40005.00000,51.17133,57.24439,0.02070,-40.52750
40015.00000,45.36957,68.32644,0.01860,-40.03000
40025.00000,46.35231,50.74086,0.02280,-40.65600
40035.00000,50.94965,49.69334,0.02140,-39.88000
40045.00000,67.79853,56.32713,0.02070,-39.60750
40055.00000,57.81014,70.25109,0.02070,-40.25800
40065.00000,63.65491,70.33318,0.02410,-40.97750
40075.00000,55.38304,75.41178,0.02040,-39.39600
40085.00000,56.26606,82.31011,0.02030,-40.01250
40095.00000,54.33829,106.20392,0.01930,-41.85333
40105.00000,,112.25388,0.01660,-39.96500
40115.00000,,118.91661,0.01700,-42.42000
40125.00000,,151.81242,0.01880,-42.89000
40135.00000,,311.75429,0.01700,-44.22000
40145.00000,,172.41837,0.02080,-43.52000
40155.00000,,193.26520,0.01650,-42.67500
40165.00000,,222.06147,0.01620,-42.26667
40175.00000,,312.62937,0.01580,-42.01000
40185.00000,104.48999,233.27172,0.01320,-42.48333
40195.00000,107.05927,240.73920,0.01560,-43.18667
40205.00000,94.65853,208.00464,0.01560,-41.47333
40215.00000,105.96513,292.77741,0.01770,-41.68750
40225.00000,93.08628,202.26310,0.01760,-43.00333
40235.00000,119.57369,308.36839,0.01470,-42.69667
40245.00000,93.53931,251.85083,0.01560,-42.06667
40255.00000,97.17547,258.94613,0.01560,-42.51667
40265.00000,68.59030,166.43449,0.01680,-42.08000
40275.00000,68.65941,184.23732,0.01720,-42.18667
40285.00000,76.37212,193.17239,0.01670,-41.42333
40295.00000,71.11959,200.59246,0.01770,-42.45000
40305.00000,72.99157,210.00118,0.01570,-42.20000
40315.00000,60.51272,178.26701,0.01820,-42.33250
40325.00000,60.31625,168.27926,0.01620,-42.31667
40335.00000,63.80265,234.37294,0.01670,-41.55333
40345.00000,79.82842,240.46371,0.01440,-42.09333
40355.00000,83.14567,195.89410,0.01480,-43.06000
40365.00000,102.39250,187.17353,0.01390,-41.32667
40375.00000,91.80890,256.23623,0.01260,-42.47500
40385.00000,68.46757,195.78163,0.01330,-42.74333
40395.00000,85.48943,203.45971,0.01590,-42.31333
40405.00000,76.39045,213.03251,0.01400,-43.79333
40415.00000,65.03077,216.28164,0.01340,-42.01000
40425.00000,71.98007,234.47671,0.01640,-41.60667
40435.00000,63.78098,181.54130,0.01650,-42.32333
40445.00000,84.74506,209.89451,0.01420,-42.41667
40455.00000,69.31337,186.32057,0.01540,-41.16667
40465.00000,68.96092,175.97771,0.01670,-42.02250
40475.00000,110.51307,204.90249,0.01590,-43.49000
40485.00000,69.37076,182.93813,0.01510,-40.12333
40495.00000,78.72692,171.23090,0.01370,-42.73333
40505.00000,80.88014,189.88465,0.01670,-43.35000
40515.00000,98.97265,211.97059,0.01380,-45.05333
40525.00000,73.91343,208.90206,0.01510,-41.43333
40535.00000,70.51322,275.85161,0.01410,-43.06333
40545.00000,73.17584,218.42214,0.01640,-42.62667
40555.00000,80.75530,179.56103,0.01490,-42.70333
40565.00000,76.74620,192.17231,0.01790,-42.66333
40575.00000,111.12645,239.54067,0.01540,-45.12000
40585.00000,76.88100,161.85481,0.01640,-45.21750
40595.00000,57.08435,137.98242,0.01670,-41.42667
40605.00000,82.38113,218.00023,0.01600,-43.70333
40615.00000,78.03294,228.18045,0.01650,-41.99250
40625.00000,73.81637,213.88506,0.01570,-42.95333
40635.00000,70.82480,225.06002,0.01670,-41.71000
40645.00000,92.17216,177.65495,0.01340,-44.70000
40655.00000,104.95230,234.19877,0.01210,-45.01000
40665.00000,78.57679,209.59002,0.01490,-43.74667
40675.00000,77.22812,224.54837,0.01600,-41.96333
40685.00000,77.67960,168.58155,0.02230,-42.90400
40695.00000,99.84640,294.14931,0.01510,-44.81333
40705.00000,96.32908,327.05338,0.01600,-44.56667
40715.00000,98.87533,306.69288,0.01130,-44.87500
40725.00000,82.31566,261.04450,0.01590,-42.94333
40735.00000,74.24231,195.97922,0.01620,-43.73000
40745.00000,100.36150,293.13880,0.01520,-41.80333
40755.00000,77.75668,252.60650,0.01730,-41.66000
40765.00000,63.69976,227.80703,0.01630,-40.57000
40775.00000,71.18465,205.20508,0.01400,-42.27667
40785.00000,75.14286,231.63272,0.01570,-42.88667
40795.00000,79.44360,152.52965,0.01730,-40.99250
40805.00000,73.47556,163.07719,0.01700,-42.12333
40815.00000,84.01103,172.86237,0.01710,-42.90500
40825.00000,59.33492,125.36839,0.01780,-42.43000
40835.00000,67.09700,146.26418,0.01710,-42.26750
40845.00000,55.94317,110.08684,0.01640,-41.68000
40855.00000,56.53297,105.26423,0.01870,-42.37500
40865.00000,69.79515,164.02909,0.01540,-41.56333
40875.00000,51.43354,81.27419,0.01790,-40.99333
40885.00000,65.72260,87.48779,0.01500,-41.99667
40895.00000,76.78111,90.55464,0.01500,-42.46000
40905.00000,64.50706,66.24484,0.01900,-41.70250
40915.00000,61.56946,71.90437,0.01820,-40.56000
40925.00000,54.92557,71.16902,0.02150,-40.53000
40935.00000,59.53462,91.11362,0.01810,-41.05500
40945.00000,49.39752,82.66060,0.02080,-40.83000
40955.00000,54.93976,71.58019,0.02390,-41.27000
40965.00000,52.97600,66.96141,0.02100,-40.41250
40975.00000,39.39677,47.26929,0.02060,-39.24750
40985.00000,44.55528,57.33723,0.02040,-39.97250
40995.00000,55.54600,66.07106,0.02040,-40.51500
41005.00000,43.97089,50.49290,0.01880,-39.10750
41015.00000,44.08495,49.34005,0.01910,-41.05500
41025.00000,59.55214,64.38510,0.01780,-39.36667
41035.00000,46.65251,59.15700,0.02280,-39.80800
41045.00000,,46.21754,0.01820,-39.19667
41055.00000,31.17887,38.21934,0.02070,-38.36800
41065.00000,59.55319,48.43490,0.02640,-40.40200
41075.00000,43.41890,54.14194,0.02160,-40.51000
41085.00000,54.77904,70.38393,0.01890,-39.93250
41095.00000,51.44920,95.76541,0.02490,-39.70200
41105.00000,45.15448,70.54967,0.02470,-40.00200
41115.00000,60.40001,80.43067,0.02300,-41.91500
41125.00000,52.30009,69.54522,0.02140,-39.71600
41135.00000,63.52838,60.88455,0.02150,-40.43500
41145.00000,46.93046,55.12846,0.02600,-38.97800
41155.00000,,52.84781,0.02290,-39.32600
41165.00000,,77.02829,0.02180,-39.39750
41175.00000,,62.36345,0.02490,-39.84000
41185.00000,38.31401,63.09298,0.02080,-40.46250
41195.00000,44.43341,64.68749,0.02600,-39.65333
41205.00000,55.20085,44.74798,0.02640,-39.93400
41215.00000,44.77607,53.92004,0.02110,-40.20250
41225.00000,44.34313,48.74454,0.02950,-39.78667
41235.00000,43.64496,47.36860,0.02420,-38.75000
41245.00000,35.29394,49.73628,0.02630,-38.06600
41255.00000,42.99598,46.18419,0.02270,-39.26000
41265.00000,39.86538,31.23172,0.02580,-39.49800
41275.00000,43.28973,54.01168,0.02300,-40.70500
41285.00000,38.60220,54.31809,0.02670,-38.52333
41295.00000,46.63581,55.81293,0.02320,-41.59500
41305.00000,29.94146,42.77042,0.02540,-38.84600
41315.00000,27.91824,45.95224,0.02850,-38.08833
41325.00000,44.23234,58.26726,0.02120,-40.25500
41335.00000,37.18563,34.70103,0.02740,-38.65500
41345.00000,38.59138,42.99679,0.02860,-38.88000
41355.00000,30.26068,43.95366,0.02830,-38.98000
41365.00000,36.67789,49.89303,0.02870,-38.02333
41375.00000,41.37243,45.45800,0.02930,-38.67167
41385.00000,41.65696,49.48390,0.02810,-38.27000
41395.00000,47.65219,42.16878,0.02280,-39.49200
41405.00000,50.56986,83.09639,0.02010,-40.21500
41415.00000,64.00323,99.94612,0.02360,-41.42000
41425.00000,69.31124,123.22773,0.01860,-42.61000
41435.00000,87.32542,260.12285,0.01400,-42.81000
41445.00000,97.33391,281.41565,0.01300,-43.97667
41455.00000,76.83682,230.43836,0.01510,-42.96000
41465.00000,72.30477,194.62904,0.01530,-40.38000
41475.00000,73.86560,202.74323,0.01640,-41.37000
41485.00000,82.40606,204.84022,0.01660,-42.57500
41495.00000,104.92961,206.32775,0.01580,-42.16667
41505.00000,154.59242,519.69855,0.01620,-44.00000
41515.00000,78.58859,339.21661,0.01360,-41.92667
41525.00000,97.86087,275.46117,0.01460,-43.66000
41535.00000,85.84293,248.58661,0.01150,-43.08500
41545.00000,81.52102,334.41745,0.01440,-42.53667
41555.00000,62.32094,284.16219,0.01370,-40.50000
41565.00000,72.74747,271.33303,0.01340,-42.33333
41575.00000,90.36925,319.07461,0.01470,-42.01000
41585.00000,100.58484,407.51562,0.01560,-42.67000
41595.00000,78.43645,310.89626,0.01360,-41.74333
41605.00000,107.59813,275.38629,0.01410,-42.25667
41615.00000,92.14676,277.30178,0.01370,-43.48500
41625.00000,120.39218,364.23691,0.01520,-43.84000
41635.00000,92.06934,308.72004,0.01450,-42.77000
41645.00000,101.73323,349.23981,0.01410,-42.25667
41655.00000,98.32525,397.54564,0.01430,-42.93333
41665.00000,68.33580,254.09212,0.01550,-40.87333
41675.00000,74.61859,247.84640,0.01280,-41.25000
41685.00000,85.21469,304.02599,0.01330,-42.37000
41695.00000,105.74552,383.58403,0.01390,-44.30333
41705.00000,86.32663,408.78800,0.01430,-42.84000
41715.00000,98.90448,322.80675,0.01240,-43.84333
41725.00000,103.46885,322.44358,0.01300,-42.60500
41735.00000,92.15302,303.95202,0.01500,-43.34333
41745.00000,95.18226,486.79247,0.01340,-44.22667
41755.00000,93.87906,393.12093,0.01510,-42.47333
41765.00000,86.47409,341.06937,0.01360,-42.37333
41775.00000,101.74086,484.90777,0.01680,-43.06667
41785.00000,95.24953,383.00371,0.01120,-41.07000
41795.00000,76.33118,409.45054,0.01320,-41.46667
41805.00000,77.70308,249.61107,0.01380,-42.11667
41815.00000,66.30786,288.34495,0.01260,-43.48000
41825.00000,82.96029,281.56460,0.01360,-42.39667
41835.00000,68.12492,280.95527,0.01500,-43.11000
41845.00000,,430.40561,0.01120,-43.16500
41855.00000,,447.91343,0.01250,-44.19000
41865.00000,,386.58040,0.01380,-43.18000
41875.00000,,276.33441,0.01590,-42.35000
