# Decadal averaged CFA, water isotope and layerthickness data for NGRIP
# 
# Columns:
# Age_BP : Age of the middle of the sampling interval in years BP on the GICC05 age scale for NGRIP (see reference)
# Na : Concentration of Na+ ions in (ng/g), measured by continuous flow analysis
# Ca : Concentration of Ca++ ions in (ng/g), measured by continuous flow analysis
# lt : Annual layerthickness in (m) as calculated from the age model (see reference)
# d18O : Water isotopic composition in permille relative to VSMOW (see references)
#
# For age model see:
# Svensson, Anders, K K Andersen, Matthias Bigler, H B Clausen, Dorthe Dahl-Jensen, S M Davies, Sigfus J Johnsen, et al. 2008. “A 60 000 Year Greenland Stratigraphic Ice Core Chronology.” Climate of the Past 4 (1): 47–57. doi:10.5194/cp-4-47-2008.
# 
# For water isotope data see:
# NGRIP members. 2004. “High-Resolution Record of Northern Hemisphere Climate Extending into the Last Interglacial Period.” Nature 431 (7005): 147–51. doi:10.1038/nature02805.
# Gkinis, V, S B Simonsen, S L Buchardt, James W C White, and Bo M Vinther. 2014. “Water Isotope Diffusion Rates from the NorthGRIP Ice Core for the Last 16,000 Years - Glaciological and Paleoclimatic Implications.” Earth and Planetary Science Letters 405 (C). 132–41. doi:10.1016/j.epsl.2014.08.022.
#

Age_BP,Na,Ca,lt,d18O
21755.00000,71.89250,281.24240,0.01920,-42.51000
21765.00000,85.18633,276.43140,0.01840,-43.83000
21775.00000,65.25121,293.71464,0.01940,-41.32750
21785.00000,67.27457,289.38796,0.01890,-44.49333
21795.00000,78.02915,311.71819,0.01880,-43.68250
21805.00000,80.25342,278.49740,0.01860,-43.38750
21815.00000,74.73760,259.48843,0.01860,-43.74000
21825.00000,66.01742,172.38354,0.02170,-42.63000
21835.00000,73.95797,244.89030,0.01770,-42.21667
21845.00000,47.74578,175.60762,0.02000,-40.26750
21855.00000,68.40496,231.85026,0.02070,-41.61600
21865.00000,91.46165,337.16351,0.02050,-41.85000
21875.00000,79.29698,262.57234,0.02150,-42.43500
21885.00000,58.78877,276.19296,0.01850,-42.66750
21895.00000,83.90071,295.40323,0.01740,-42.04000
21905.00000,88.87103,289.60193,0.01910,-42.93250
21915.00000,79.45046,272.07025,0.01890,-42.47750
21925.00000,68.07407,258.74856,0.01750,-42.52333
21935.00000,70.22647,256.74286,0.01950,-43.54000
21945.00000,64.31826,238.50410,0.01760,-41.58250
21955.00000,70.04941,246.10472,0.01880,-42.75667
21965.00000,54.91465,245.35696,0.01680,-42.78250
21975.00000,72.86590,295.15337,0.01880,-42.24500
21985.00000,87.62199,331.26471,0.01630,-40.37000
21995.00000,,237.87101,0.01850,-40.29000
22005.00000,58.07021,215.83841,0.01830,-40.82250
22015.00000,71.23186,253.93959,0.01850,-44.04250
22025.00000,75.60321,247.67550,0.01760,-42.57667
22035.00000,60.58181,220.62927,0.02060,-38.47000
22045.00000,81.58646,271.23016,0.01770,-43.90000
22055.00000,68.21481,249.41719,0.01690,-42.90000
22065.00000,88.66286,316.06489,0.01570,-43.79250
22075.00000,83.26215,353.41544,0.01740,-42.27000
22085.00000,47.61250,241.06974,0.02080,-41.18750
22095.00000,66.65607,279.17105,0.01630,-42.52000
22105.00000,60.90112,270.61179,0.01780,-39.59250
22115.00000,77.01402,317.76813,0.01880,-42.04750
22125.00000,71.11156,302.46470,0.01950,-42.19250
22135.00000,66.15213,232.55476,0.02070,-41.51750
22145.00000,72.36052,255.38473,0.01860,-41.59000
22155.00000,55.71745,334.90934,0.01820,-40.77333
22165.00000,69.48080,265.96166,0.02060,-42.39250
22175.00000,63.88305,193.98314,0.01740,-41.17250
22185.00000,70.94755,297.65877,0.01700,-40.85667
22195.00000,63.65749,245.55007,0.01840,-41.94750
22205.00000,67.51032,268.76068,0.02120,-40.84250
22215.00000,84.73740,289.22827,0.01980,-41.47750
22225.00000,87.61477,341.41042,0.01600,-43.93667
22235.00000,77.17760,318.71799,0.01670,-42.06250
22245.00000,83.34420,267.32773,0.01590,-43.45667
22255.00000,82.38194,374.77121,0.01970,-43.60500
22265.00000,67.34618,234.46547,0.02000,-42.62750
22275.00000,78.31201,296.74276,0.01770,-43.18000
22285.00000,73.45343,305.31516,0.01900,-41.64750
22295.00000,66.68430,317.53905,0.01890,-42.51250
22305.00000,50.72236,241.63871,0.01800,-38.92333
22315.00000,83.03487,247.51218,0.01810,-42.21000
22325.00000,120.36914,390.21848,0.02060,-45.31750
22335.00000,73.01630,282.26880,0.02170,-41.78600
22345.00000,75.46264,366.05821,0.01860,-43.32000
22355.00000,63.18713,232.02209,0.01840,-43.54000
22365.00000,66.94023,214.00983,0.01960,-43.98500
22375.00000,75.14363,264.87868,0.01840,-43.56000
22385.00000,50.63840,192.52004,0.02240,-39.91250
22395.00000,58.21020,204.81271,0.02070,-41.83250
22405.00000,90.28136,285.80833,0.01820,-44.17250
22415.00000,72.66246,236.64843,0.02090,-41.46750
22425.00000,51.47746,193.81465,0.02060,-41.76250
22435.00000,74.93135,297.09120,0.02130,-41.76500
22445.00000,66.38990,232.29608,0.02140,-42.51600
22455.00000,114.61550,310.29204,0.01920,-44.58000
22465.00000,88.39030,314.96548,0.02030,-42.83000
22475.00000,76.70220,241.03949,0.02320,-42.71750
22485.00000,79.63345,230.74737,0.02110,-44.02250
22495.00000,69.21624,215.19106,0.01880,-42.31250
22505.00000,79.24107,284.54719,0.01780,-43.26000
22515.00000,86.56686,222.32660,0.01860,-41.84000
22525.00000,59.08581,168.62610,0.01860,-41.55000
22535.00000,49.17766,206.35040,0.01980,-41.58500
22545.00000,83.81125,252.57011,0.02180,-43.43750
22555.00000,81.34250,315.07584,0.01870,-42.64250
22565.00000,62.40243,246.37595,0.01880,-40.96500
22575.00000,76.72426,311.87904,0.01950,-43.02750
22585.00000,85.80620,321.24318,0.01960,-41.71250
22595.00000,58.82687,252.53584,0.01800,-42.62000
22605.00000,75.64106,247.36425,0.02020,-43.91000
22615.00000,73.67886,245.75674,0.01740,-41.87250
22625.00000,98.26105,285.77625,0.01990,-43.86250
22635.00000,51.54458,190.92781,0.01880,-41.72500
22645.00000,105.94594,417.26013,0.02070,-45.35750
22655.00000,68.39357,244.32508,0.01810,-44.75667
22665.00000,66.53502,223.42820,0.01960,-40.77500
22675.00000,51.95689,179.71765,0.02400,-41.30400
22685.00000,45.06154,127.19661,0.01950,-39.66250
22695.00000,62.18582,221.22877,0.02120,-41.27750
22705.00000,65.35589,267.85125,0.02260,-40.47000
22715.00000,53.35610,210.46563,0.02030,-40.84250
22725.00000,53.34493,207.11648,0.01900,-39.30000
22735.00000,93.39584,241.24096,0.02520,-43.44200
22745.00000,60.58960,249.80873,0.01790,-41.74667
22755.00000,53.70436,231.29036,0.01950,-41.62750
22765.00000,69.52448,252.71146,0.01860,-41.64250
22775.00000,66.94741,284.82713,0.01900,-40.80000
22785.00000,70.64183,234.04018,0.01500,-43.77667
22795.00000,54.00010,244.28045,0.01810,-43.00667
22805.00000,61.05040,234.02619,0.02030,-40.54250
22815.00000,79.84280,271.74442,0.01860,-45.44250
22825.00000,58.17824,308.70904,0.02100,-42.08000
22835.00000,52.23642,260.53524,0.01910,-41.59250
22845.00000,52.60604,313.75183,0.01850,-42.72000
22855.00000,46.02710,126.16038,0.02140,-40.39750
22865.00000,63.53016,132.48570,0.01980,-41.93500
22875.00000,67.25297,106.22711,0.02050,-40.59000
22885.00000,76.37292,139.10365,0.02360,-43.01600
22895.00000,47.39566,85.45822,0.02540,-39.37200
22905.00000,48.13974,147.89951,0.02410,-41.34200
22915.00000,43.71881,103.34360,0.02220,-40.35000
22925.00000,60.75920,154.25351,0.02300,-42.35000
22935.00000,59.09930,135.47547,0.02380,-39.88600
22945.00000,74.79136,176.29832,0.01970,-44.77667
22955.00000,57.63914,168.80741,0.02030,-42.35400
22965.00000,66.17462,175.03054,0.02280,-43.29000
22975.00000,80.44558,227.02079,0.01900,-42.00000
22985.00000,62.49952,205.28178,0.01770,-42.08000
22995.00000,70.09768,228.95603,0.01970,-42.95500
23005.00000,63.92391,243.29245,0.02260,-41.10200
23015.00000,68.34137,275.22444,0.02020,-42.24000
23025.00000,62.35712,213.59498,0.02460,-42.34600
23035.00000,89.41285,252.47769,0.02240,-43.68500
23045.00000,91.97745,319.29239,0.01970,-43.42750
23055.00000,64.75252,231.88286,0.01920,-41.19500
23065.00000,103.57962,343.01874,0.01800,-45.18000
23075.00000,61.98772,235.23043,0.02260,-41.64750
23085.00000,74.48797,239.40730,0.02380,-42.32000
23095.00000,80.27394,265.08962,0.02190,-43.61000
23105.00000,57.70495,241.80011,0.02130,-40.37000
23115.00000,70.33869,315.76700,0.02040,-42.08000
23125.00000,80.43023,303.60617,0.01810,-43.39333
23135.00000,71.31603,240.08996,0.01800,-42.85500
23145.00000,57.88342,256.87969,0.01450,-39.21333
23155.00000,58.20255,215.44391,0.01700,-41.26000
23165.00000,59.44145,171.68120,0.01720,-41.86000
23175.00000,60.03638,166.06304,0.01990,-41.07250
23185.00000,63.84942,118.84028,0.02220,-42.68500
23195.00000,49.65590,125.33908,0.02600,-40.97600
23205.00000,54.75631,116.20069,0.02230,-41.61400
23215.00000,48.03834,97.37897,0.02460,-40.42600
23225.00000,62.56377,107.37378,0.02240,-39.45000
23235.00000,38.00779,99.43957,0.02480,-38.53600
23245.00000,60.91207,72.20646,0.02740,-39.66333
23255.00000,45.03794,56.09734,0.02290,-40.45750
23265.00000,43.95181,59.69294,0.02340,-40.18400
23275.00000,48.95250,86.43170,0.02680,-39.51200
23285.00000,49.17253,90.84897,0.03010,-40.58000
23295.00000,67.22441,116.58724,0.02720,-40.81167
23305.00000,48.94133,143.57139,0.02280,-41.94250
23315.00000,44.21159,147.57911,0.02040,-41.60250
23325.00000,54.58254,272.72632,0.01890,-43.40750
23335.00000,49.95759,293.18628,0.02340,-42.80000
23345.00000,50.06763,418.13215,0.01790,-42.96667
23355.00000,89.49756,439.50519,0.01920,-44.79000
23365.00000,,330.85876,0.01920,-43.74250
23375.00000,,437.76521,0.01860,-44.45500
23385.00000,,477.82696,0.02060,-41.10000
23395.00000,,552.99832,0.01710,-43.52333
23405.00000,,370.69188,0.01950,-41.44750
23415.00000,,582.07123,0.01690,-42.20500
23425.00000,56.49392,527.52476,0.01700,-41.54333
23435.00000,94.99108,547.35823,0.01930,-41.88500
23445.00000,112.04233,864.90058,0.01810,-42.24333
23455.00000,82.06081,555.34075,0.01950,-43.60500
23465.00000,96.22162,535.77956,0.01730,-45.84250
23475.00000,99.07619,648.52361,0.01760,-44.47333
23485.00000,118.35484,634.41012,0.01720,-43.37750
23495.00000,89.41786,506.29547,0.01530,-44.20667
23505.00000,110.29281,653.22290,0.01380,-44.83000
23515.00000,97.04584,574.28623,0.01600,-44.32000
23525.00000,123.35893,813.98497,0.01510,-44.32667
23535.00000,72.63157,552.51147,0.01790,-40.71667
23545.00000,106.95636,708.35460,0.01870,-42.69500
23555.00000,163.33013,814.11731,0.01880,-45.21250
23565.00000,104.97210,795.34175,0.01740,-44.19333
23575.00000,104.02478,624.79930,0.01580,-44.95250
23585.00000,86.49671,498.58174,0.01580,-43.88667
23595.00000,99.48139,544.29844,0.01520,-42.63667
23605.00000,65.29700,433.11048,0.01620,-43.23333
23615.00000,93.19947,534.14100,0.01630,-44.38333
23625.00000,98.97540,749.18549,0.01500,-41.37000
23635.00000,88.35769,584.43132,0.01800,-44.38000
23645.00000,108.65532,676.01473,0.01510,-45.05333
23655.00000,94.43915,670.52677,0.01480,-45.36000
23665.00000,81.25681,480.58047,0.01540,-45.26667
23675.00000,60.08180,638.19015,0.01680,-44.56667
23685.00000,70.71546,552.74519,0.01720,-41.96750
23695.00000,46.39526,433.78682,0.01550,-42.80000
23705.00000,56.15508,549.69196,0.01600,-40.60667
23715.00000,49.25991,703.75571,0.01510,-44.29667
23725.00000,35.85875,601.11122,0.01710,-43.96667
23735.00000,,518.88184,0.01760,-44.47750
23745.00000,,679.96650,0.01460,-43.29667
23755.00000,,892.45363,0.01470,-43.82000
23765.00000,,890.80281,0.01670,-43.51000
23775.00000,123.00649,814.79861,0.01710,-44.45250
23785.00000,109.18331,638.29423,0.01540,-44.14333
23795.00000,135.79916,769.84950,0.01510,-43.88000
23805.00000,117.36580,729.13597,0.01510,-44.04667
23815.00000,77.51883,711.85962,0.01420,-43.94000
23825.00000,77.30683,591.08120,0.01740,-43.67000
23835.00000,80.66074,575.38387,0.01690,-42.99667
23845.00000,86.52935,503.25913,0.01550,-42.92750
23855.00000,80.62934,627.37836,0.01630,-42.25333
23865.00000,88.15460,665.15143,0.01440,-45.05000
23875.00000,68.03195,558.36530,0.01550,-41.92333
23885.00000,110.50709,662.56753,0.01530,-43.93000
23895.00000,103.21773,610.43906,0.01380,-44.49667
23905.00000,110.37477,757.19823,0.01640,-44.63333
23915.00000,125.28624,770.08503,0.01330,-46.13667
23925.00000,94.57613,572.93242,0.01580,-40.86667
23935.00000,88.21021,598.04402,0.01600,-40.61667
23945.00000,70.89158,560.19138,0.01340,-42.50667
23955.00000,97.69478,635.96805,0.01550,-41.55000
23965.00000,87.80056,727.01358,0.01500,-42.31667
23975.00000,95.26854,733.74072,0.01440,-43.47000
23985.00000,96.07773,641.14362,0.01410,-41.69000
23995.00000,111.14490,792.78576,0.01530,-43.54000
24005.00000,121.76276,727.03502,0.01290,-44.46000
24015.00000,124.88250,707.43491,0.01710,-46.48333
24025.00000,101.91414,829.41996,0.01610,-42.77750
24035.00000,124.26040,761.65955,0.01440,-44.50000
24045.00000,93.82009,759.52506,0.01720,-43.49333
24055.00000,115.94554,852.13858,0.01460,-40.96333
24065.00000,109.16625,749.38917,0.01620,-44.67333
24075.00000,134.01470,873.62394,0.01750,-43.89250
24085.00000,128.63536,772.28050,0.01380,-45.50000
24095.00000,115.50148,593.66404,0.01550,-43.53667
24105.00000,97.66936,478.48159,0.01600,-43.23750
24115.00000,95.00537,427.49493,0.01470,-42.05667
24125.00000,111.12082,411.31562,0.01380,-46.73000
24135.00000,67.67123,303.74034,0.01730,-41.88250
24145.00000,72.88600,331.35181,0.01340,-43.79000
24155.00000,101.21920,383.33284,0.01660,-45.31667
24165.00000,103.58197,409.27264,0.01720,-42.84667
24175.00000,108.04543,450.58575,0.01590,-45.66333
24185.00000,76.53053,382.84220,0.01440,-43.37333
24195.00000,79.68650,303.25622,0.01810,-44.30250
24205.00000,125.08801,503.45355,0.01650,-44.62333
24215.00000,92.96189,413.55899,0.01790,-44.43750
24225.00000,93.89761,429.18264,0.01730,-42.12667
24235.00000,87.91794,395.84836,0.01500,-45.21667
24245.00000,80.88065,284.26201,0.01440,-42.15667
24255.00000,67.18148,284.12370,0.01470,-41.49333
24265.00000,65.81916,193.31255,0.02170,-42.21250
24275.00000,98.60639,290.95538,0.01490,-44.87333
24285.00000,77.37834,383.80375,0.01790,-42.35750
24295.00000,57.82755,306.35579,0.01690,-42.74000
24305.00000,95.45383,369.36371,0.01510,-43.86000
24315.00000,104.00633,331.15004,0.01600,-44.27750
24325.00000,134.94612,661.45625,0.01570,-44.24333
24335.00000,84.41217,388.60178,0.01600,-41.98333
24345.00000,104.78033,526.10395,0.02000,-44.90000
24355.00000,95.50965,480.05072,0.01840,-43.44250
24365.00000,93.65462,339.49576,0.01480,-45.53667
24375.00000,81.15700,325.31069,0.01550,-41.75333
24385.00000,69.82522,392.51573,0.01420,-42.33667
24395.00000,74.81181,463.31855,0.01800,-42.68667
24405.00000,77.33307,329.49064,0.01580,-41.20667
24415.00000,116.41778,425.15310,0.01610,-45.07500
24425.00000,110.82922,342.70420,0.01680,-44.12667
24435.00000,68.15641,321.72945,0.01830,-43.41250
24445.00000,87.69459,406.90155,0.01700,-42.38667
24455.00000,72.84805,276.15304,0.01630,-41.91667
24465.00000,74.58372,290.29054,0.01600,-43.80667
24475.00000,72.09709,333.66069,0.01350,-43.87667
24485.00000,75.11045,269.65070,0.01660,-43.52333
24495.00000,83.85811,309.82725,0.01420,-42.55333
24505.00000,77.95377,319.91723,0.01430,-45.01000
24515.00000,88.46313,283.33229,0.01560,-42.57000
24525.00000,105.60396,353.18040,0.01340,-42.49000
24535.00000,104.26467,283.69845,0.01690,-41.71333
24545.00000,84.92484,262.24372,0.01490,-42.62000
24555.00000,83.15767,237.81410,0.01460,-42.90000
24565.00000,96.77932,326.62598,0.01550,-43.42333
24575.00000,78.75848,313.77147,0.01390,-42.48667
24585.00000,84.11984,388.15366,0.01560,-43.21333
24595.00000,113.48788,408.90772,0.01530,-45.83333
24605.00000,113.49936,384.99428,0.01530,-46.05333
24615.00000,101.14831,504.35212,0.01660,-43.85250
24625.00000,72.38899,374.06241,0.01220,-42.89000
24635.00000,99.47817,427.70942,0.01500,-44.08333
24645.00000,87.71547,399.04137,0.01430,-45.50333
24655.00000,70.29615,363.40262,0.01490,-41.94000
24665.00000,84.65689,531.23406,0.01640,-42.79667
24675.00000,70.61143,533.10624,0.01370,-42.32333
24685.00000,100.45404,540.33891,0.01350,-43.87333
24695.00000,81.00903,438.40678,0.01860,-42.48000
24705.00000,89.71784,419.66637,0.01530,-42.90667
24715.00000,94.09785,499.12163,0.01530,-44.79333
24725.00000,88.23352,569.74446,0.01530,-43.50250
24735.00000,89.37835,554.42410,0.01460,-42.54500
24745.00000,80.93108,435.91004,0.01310,-44.27333
24755.00000,103.73441,595.23430,0.01300,-46.60667
24765.00000,90.15347,366.15600,0.01300,-42.84000
24775.00000,114.34395,561.67299,0.01510,-44.19667
24785.00000,74.15883,444.50810,0.01680,-44.85000
24795.00000,82.49686,379.78436,0.01460,-44.31667
24805.00000,78.87003,318.09657,0.01670,-42.16000
24815.00000,81.67606,344.09963,0.01650,-43.24333
24825.00000,80.07103,387.10747,0.01730,-44.98500
24835.00000,82.25269,392.14157,0.01580,-43.54000
24845.00000,113.46495,529.64293,0.02010,-46.11250
24855.00000,94.92770,415.91121,0.01690,-44.27667
24865.00000,114.12120,560.45529,0.01560,-45.53333
24875.00000,106.10266,512.73680,0.01350,-43.68333
24885.00000,68.55575,281.77077,0.01740,-42.35000
24895.00000,77.07207,329.52958,0.01520,-42.77667
24905.00000,65.97009,311.26153,0.01810,-41.28333
24915.00000,72.00338,290.23180,0.01760,-42.55500
24925.00000,94.99707,504.38140,0.01520,-44.59000
24935.00000,88.11023,326.19545,0.01540,-42.09667
24945.00000,78.76817,250.47939,0.01420,-42.40333
24955.00000,82.95122,258.83867,0.01700,-44.12667
24965.00000,54.86230,216.17706,0.02030,-41.22250
24975.00000,79.97370,193.48967,0.01730,-43.26250
24985.00000,79.86201,269.91171,0.01780,-44.04000
24995.00000,76.57252,311.24821,0.01690,-42.42250
25005.00000,61.70273,286.04941,0.01550,-44.02000
25015.00000,90.19418,386.20011,0.01480,-44.04333
25025.00000,82.26690,333.51527,0.01770,-42.40333
25035.00000,80.14986,292.53816,0.01590,-43.38667
25045.00000,132.11684,291.12921,0.01700,-45.66500
25055.00000,104.82535,310.99244,0.01470,-43.19000
25065.00000,97.24638,349.95664,0.01470,-43.86000
25075.00000,103.64259,430.72026,0.01730,-44.62667
25085.00000,98.27715,406.21939,0.01510,-44.59667
25095.00000,76.60410,412.94942,0.01960,-42.00500
25105.00000,106.53288,605.02148,0.01400,-44.25000
25115.00000,84.43641,573.48301,0.01530,-43.00667
25125.00000,80.50517,557.12112,0.01340,-42.33333
25135.00000,97.96189,612.02655,0.01360,-42.32000
25145.00000,109.88380,626.06290,0.01510,-44.00000
25155.00000,108.18334,565.21989,0.01540,-43.74667
25165.00000,104.95476,560.44369,0.01340,-42.96333
25175.00000,72.41738,521.80989,0.01420,-41.18000
25185.00000,97.34751,625.85981,0.01620,-43.75333
25195.00000,94.95224,712.08846,0.01380,-45.05333
25205.00000,106.27570,716.72376,0.01400,-43.22000
25215.00000,114.48100,632.89128,0.01400,-46.42500
25225.00000,71.75691,479.41786,0.01610,-41.12500
25235.00000,90.65051,648.29365,0.01450,-43.68000
25245.00000,107.64804,504.51224,0.01370,-44.81000
25255.00000,91.31662,559.26754,0.01440,-43.13000
25265.00000,110.78558,660.49650,0.01480,-43.28667
25275.00000,97.12036,532.43904,0.01450,-43.27333
25285.00000,99.49461,628.24460,0.01540,-44.85333
25295.00000,104.19115,615.38905,0.01790,-42.99000
25305.00000,101.51298,581.06404,0.01560,-43.38333
25315.00000,84.57654,710.56975,0.01450,-42.13000
25325.00000,88.73240,537.38281,0.01820,-42.26667
25335.00000,98.76267,660.76966,0.01400,-42.49333
25345.00000,106.52029,568.49132,0.01460,-44.61333
25355.00000,101.62368,576.89272,0.01620,-44.33333
25365.00000,64.13065,514.00986,0.01530,-42.90667
25375.00000,,757.31511,0.01480,-45.28667
25385.00000,,611.11951,0.01520,-44.90667
25395.00000,,580.93958,0.01590,-44.98250
25405.00000,,724.70853,0.01490,-43.59667
25415.00000,103.55796,669.14981,0.01310,-46.49500
25425.00000,94.39885,543.80503,0.01530,-44.87667
25435.00000,132.90398,703.50533,0.01470,-44.44333
25445.00000,106.81796,780.03946,0.01400,-43.71667
25455.00000,95.97247,971.47063,0.01410,-42.83667
25465.00000,72.59156,682.69747,0.01540,-40.84333
25475.00000,75.69412,489.61555,0.01530,-41.17333
25485.00000,101.48640,566.73363,0.01270,-42.32000
25495.00000,116.81683,606.04760,0.01510,-42.95250
25505.00000,100.46870,648.93104,0.01320,-41.85000
25515.00000,92.93153,758.27861,0.01570,-44.87333
25525.00000,87.71190,585.13791,0.01490,-45.38000
25535.00000,113.04060,722.60220,0.01550,-45.11667
25545.00000,91.24104,614.69081,0.01440,-42.04667
25555.00000,91.64821,612.95971,0.01440,-41.34000
25565.00000,105.37370,678.87741,0.01430,-45.20000
25575.00000,95.79811,672.31007,0.01550,-42.61000
25585.00000,104.94197,753.01339,0.01650,-43.28667
25595.00000,122.81556,732.41613,0.01440,-45.45000
25605.00000,88.25533,690.99620,0.01370,-44.41667
25615.00000,101.37844,800.21831,0.01380,-43.79667
25625.00000,124.22097,903.77554,0.01510,-45.78333
25635.00000,161.39543,923.98599,0.01540,-47.83667
25645.00000,89.31150,553.38033,0.01450,-43.33333
25655.00000,99.67772,748.80222,0.01470,-43.45667
25665.00000,127.30946,830.79966,0.01320,-44.37000
25675.00000,94.29150,844.46385,0.01390,-44.12667
25685.00000,97.24685,864.99045,0.01530,-43.41000
25695.00000,137.73044,731.12757,0.01580,-45.35667
25705.00000,123.36504,866.18779,0.01470,-45.59000
25715.00000,126.02266,617.40079,0.01530,-43.72000
25725.00000,129.10529,928.04939,0.01450,-42.62333
25735.00000,133.18911,723.50959,0.01460,-43.87333
25745.00000,95.88648,742.66217,0.01510,-42.93000
25755.00000,118.93212,898.59240,0.01560,-43.73667
25765.00000,149.03707,1128.57484,0.01550,-44.71000
25775.00000,101.81374,725.49713,0.01410,-43.40000
25785.00000,135.00224,916.67058,0.01480,-44.46667
25795.00000,113.72303,747.87352,0.01680,-44.58000
25805.00000,140.36729,911.97423,0.01350,-46.60000
25815.00000,118.09156,680.60285,0.01330,-44.71000
25825.00000,105.12015,640.70908,0.01360,-43.24333
25835.00000,100.55599,621.46711,0.01370,-44.44500
25845.00000,106.98905,705.91976,0.01440,-45.25667
25855.00000,125.04649,729.71370,0.01530,-45.96667
25865.00000,84.23037,623.10737,0.01510,-42.92667
25875.00000,90.48836,650.90153,0.01550,-42.19333
25885.00000,112.89862,566.38526,0.01520,-42.94667
25895.00000,84.06557,557.60832,0.01360,-42.82000
25905.00000,113.27291,655.05068,0.01450,-43.65333
25915.00000,98.43804,662.68875,0.01430,-44.45667
25925.00000,76.35966,385.70200,0.01430,-44.42667
25935.00000,94.42005,370.84383,0.01470,-42.64667
25945.00000,77.40503,366.90379,0.01570,-42.23667
25955.00000,89.20874,434.04922,0.01700,-43.79000
25965.00000,113.16905,446.02719,0.01640,-45.37500
25975.00000,123.22966,436.67251,0.01740,-44.02000
25985.00000,135.51513,479.14532,0.01650,-46.66000
25995.00000,102.15066,327.23481,0.01990,-44.19750
26005.00000,74.58652,298.86202,0.01810,-42.23500
26015.00000,67.38988,330.97616,0.01770,-41.19667
26025.00000,86.91667,322.28279,0.01760,-43.42500
26035.00000,97.26027,379.10824,0.01600,-44.58333
26045.00000,91.41976,422.26147,0.01400,-42.75000
26055.00000,85.44957,335.94321,0.01460,-40.38667
26065.00000,87.85571,398.69015,0.01790,-43.06000
26075.00000,87.20895,422.32345,0.01720,-43.87333
26085.00000,99.32020,394.12762,0.01720,-45.18000
26095.00000,80.14908,288.89392,0.01930,-42.92750
26105.00000,82.08048,258.19626,0.01860,-42.05250
26115.00000,77.98305,303.18366,0.01920,-41.92750
26125.00000,108.99370,319.62537,0.01810,-43.33333
26135.00000,64.93747,276.32828,0.02120,-41.08800
26145.00000,79.29206,240.65390,0.01830,-42.69333
26155.00000,85.05635,278.02009,0.01930,-43.24750
26165.00000,88.34867,280.05658,0.01950,-42.74250
26175.00000,68.97607,240.55766,0.02000,-41.07000
26185.00000,81.10880,203.61263,0.02260,-44.36200
26195.00000,95.02239,232.83555,0.01890,-43.33333
26205.00000,88.87242,276.94562,0.01880,-43.72750
26215.00000,74.40819,237.52836,0.01840,-43.24250
26225.00000,77.71758,280.54389,0.01770,-43.03000
26235.00000,58.52797,229.93624,0.01800,-42.50500
26245.00000,104.69936,369.24597,0.01900,-43.61000
26255.00000,88.91904,302.29857,0.01790,-43.02000
26265.00000,80.55555,241.34277,0.01790,-43.67000
26275.00000,95.77469,318.91304,0.01530,-41.98333
26285.00000,69.07060,227.49159,0.02110,-41.64250
26295.00000,77.86544,354.27396,0.01830,-42.12500
26305.00000,90.15868,268.74880,0.01800,-43.74000
26315.00000,80.68283,275.98409,0.01750,-42.70250
26325.00000,85.73507,383.61588,0.01610,-42.97667
26335.00000,72.84011,287.42530,0.01750,-39.46500
26345.00000,92.50036,419.47607,0.01660,-45.21000
26355.00000,61.70237,327.78433,0.01410,-42.11333
26365.00000,92.08884,366.44195,0.02030,-42.84750
26375.00000,97.61624,308.63451,0.01480,-43.12000
26385.00000,92.58660,372.35401,0.01640,-42.69000
26395.00000,77.33060,340.82430,0.01720,-42.92250
26405.00000,91.06110,301.99633,0.02060,-43.55250
26415.00000,69.91901,283.37255,0.01940,-42.58250
26425.00000,99.83854,495.48665,0.01820,-44.77667
26435.00000,77.90995,279.00848,0.02030,-42.63000
26445.00000,83.87556,417.67665,0.01880,-42.48500
26455.00000,100.66065,371.60423,0.01800,-45.18250
26465.00000,82.02040,254.93113,0.01640,-44.77667
26475.00000,96.89710,351.68864,0.01640,-43.71667
26485.00000,132.37021,431.31535,0.01240,-46.39333
26495.00000,119.69592,394.64773,0.01410,-46.16500
26505.00000,105.41241,394.29499,0.01530,-45.88000
26515.00000,110.40101,388.08810,0.01530,-45.76667
26525.00000,89.00028,343.45733,0.01560,-44.35000
26535.00000,71.30214,307.64569,0.01910,-43.67250
26545.00000,90.76121,303.00357,0.01700,-43.28667
26555.00000,76.85116,241.32416,0.01440,-43.40333
26565.00000,69.54458,276.13973,0.01560,-43.25667
26575.00000,81.55221,265.38164,0.01680,-44.52667
26585.00000,94.98970,299.30334,0.01380,-43.70667
26595.00000,105.20520,269.15970,0.01480,-44.99667
26605.00000,73.51919,213.45004,0.01820,-41.29000
26615.00000,74.45623,255.40919,0.01760,-43.08333
26625.00000,107.09993,371.93914,0.01660,-43.58000
26635.00000,91.83377,419.25782,0.01710,-43.02000
26645.00000,123.96936,465.57313,0.01630,-43.98000
26655.00000,84.97027,331.28666,0.01520,-43.37667
26665.00000,74.22045,321.57893,0.01770,-42.94250
26675.00000,106.38371,268.58029,0.01680,-43.65000
26685.00000,89.08761,275.66963,0.01670,-43.48000
26695.00000,115.20172,264.28718,0.01480,-45.80667
26705.00000,93.48665,271.43936,0.01570,-43.81750
26715.00000,105.55329,298.01363,0.01950,-43.41667
